UF,MUNICIPIO,REDE,2017,2019
PA,Trairão,Pública,2.1,2.5
PA,Tucumã,Estadual,2.9,3.5
PA,Tucumã,Pública,2.9,3.5
PA,Tucuruí,Estadual,2.9,3.2
PA,Tucuruí,Federal,-,-
PA,Tucuruí,Pública,3.0,3.5
PA,Ulianópolis,Estadual,2.5,3.0
PA,Ulianópolis,Pública,2.5,3.0
PA,Uruará,Estadual,2.5,2.9
PA,Uruará,Pública,2.5,2.9
PA,Vigia,Estadual,2.8,3.3
PA,Vigia,Pública,2.8,3.3
PA,Viseu,Estadual,2.0,2.3
PA,Viseu,Pública,2.0,2.3
PA,Vitória do Xingu,Estadual,3.2,-
PA,Vitória do Xingu,Pública,3.2,-
PA,Xinguara,Estadual,2.6,3.1
PA,Xinguara,Pública,2.6,3.1
AP,Serra do Navio,Estadual,-,-
AP,Serra do Navio,Pública,-,-
AP,Amapá,Estadual,2.2,-
AP,Amapá,Pública,2.2,-
AP,Pedra Branca do Amapari,Estadual,2.0,2.7
AP,Pedra Branca do Amapari,Pública,2.0,2.7
AP,Calçoene,Estadual,2.8,3.2
AP,Calçoene,Pública,2.8,3.2
AP,Cutias,Estadual,2.6,2.9
AP,Cutias,Pública,2.6,2.9
AP,Ferreira Gomes,Estadual,2.5,-
AP,Ferreira Gomes,Pública,2.5,-
AP,Itaubal,Estadual,2.7,-
AP,Itaubal,Pública,2.7,-
AP,Laranjal do Jari,Estadual,2.2,2.3
AP,Laranjal do Jari,Federal,4.3,5.0
AP,Laranjal do Jari,Pública,2.7,3.1
AP,Macapá,Estadual,3.0,3.2
AP,Macapá,Federal,5.3,-
AP,Macapá,Pública,3.1,3.3
AP,Mazagão,Estadual,-,-
AP,Mazagão,Pública,-,-
AP,Oiapoque,Estadual,2.7,3.0
AP,Oiapoque,Pública,2.7,3.0
AP,Porto Grande,Estadual,2.7,2.8
AP,Porto Grande,Federal,-,-
AP,Porto Grande,Pública,2.8,3.2
AP,Pracuúba,Estadual,1.8,2.2
AP,Pracuúba,Pública,1.8,2.2
AP,Santana,Estadual,3.1,3.4
AP,Santana,Pública,3.1,3.4
AP,Tartarugalzinho,Estadual,2.8,2.5
AP,Tartarugalzinho,Pública,2.8,2.5
AP,Vitória do Jari,Estadual,3.0,3.3
AP,Vitória do Jari,Pública,3.0,3.3
TO,Abreulândia,Estadual,3.8,4.3
TO,Abreulândia,Pública,3.8,4.3
TO,Aguiarnópolis,Estadual,3.7,4.1
TO,Aguiarnópolis,Pública,3.7,4.1
TO,Aliança do Tocantins,Estadual,4.5,5.0
TO,Aliança do Tocantins,Pública,4.5,5.0
TO,Almas,Estadual,3.8,3.6
TO,Almas,Pública,3.8,3.6
TO,Alvorada,Estadual,3.4,-
TO,Alvorada,Pública,3.4,-
TO,Ananás,Estadual,3.1,3.1
TO,Ananás,Pública,3.1,3.1
TO,Angico,Estadual,4.2,3.9
TO,Angico,Pública,4.2,3.9
TO,Aparecida do Rio Negro,Estadual,4.4,3.7
TO,Aparecida do Rio Negro,Pública,4.4,3.7
TO,Aragominas,Estadual,3.4,-
TO,Aragominas,Pública,3.4,-
TO,Araguacema,Estadual,3.0,3.5
TO,Araguacema,Pública,3.0,3.5
TO,Araguaçu,Estadual,4.2,4.2
TO,Araguaçu,Pública,4.2,4.2
TO,Araguaína,Estadual,3.6,4.0
TO,Araguaína,Federal,5.2,5.3
TO,Araguaína,Pública,3.7,4.1
TO,Araguanã,Estadual,3.7,3.7
TO,Araguanã,Pública,3.7,3.7
TO,Araguatins,Estadual,3.3,4.2
TO,Araguatins,Federal,3.9,-
TO,Araguatins,Pública,3.5,4.4
TO,Arapoema,Estadual,3.6,-
TO,Arapoema,Pública,3.6,-
TO,Arraias,Estadual,4.0,3.8
TO,Arraias,Pública,4.0,3.8
TO,Augustinópolis,Estadual,3.1,3.7
TO,Augustinópolis,Pública,3.1,3.7
TO,Aurora do Tocantins,Estadual,4.0,3.9
TO,Aurora do Tocantins,Pública,4.0,3.9
TO,Axixá do Tocantins,Estadual,2.6,-
TO,Axixá do Tocantins,Pública,2.6,-
TO,Babaçulândia,Estadual,3.1,3.3
TO,Babaçulândia,Pública,3.1,3.3
TO,Bandeirantes do Tocantins,Estadual,3.3,3.3
TO,Bandeirantes do Tocantins,Pública,3.3,3.3
TO,Barra do Ouro,Estadual,3.3,3.1
TO,Barra do Ouro,Pública,3.3,3.1
TO,Barrolândia,Estadual,3.5,3.4
TO,Barrolândia,Pública,3.5,3.4
TO,Bernardo Sayão,Estadual,3.4,-
TO,Bernardo Sayão,Pública,3.4,-
TO,Bom Jesus do Tocantins,Estadual,3.8,3.7
TO,Bom Jesus do Tocantins,Pública,3.8,3.7
TO,Brasilândia do Tocantins,Estadual,3.8,-
TO,Brasilândia do Tocantins,Pública,3.8,-
TO,Brejinho de Nazaré,Estadual,3.8,4.2
TO,Brejinho de Nazaré,Pública,3.8,4.2
TO,Buriti do Tocantins,Estadual,3.5,3.3
TO,Buriti do Tocantins,Pública,3.5,3.3
TO,Cachoeirinha,Estadual,3.3,-
TO,Cachoeirinha,Pública,3.3,-
TO,Campos Lindos,Estadual,2.9,-
TO,Campos Lindos,Pública,2.9,-
TO,Cariri do Tocantins,Estadual,3.9,3.6
TO,Cariri do Tocantins,Pública,3.9,3.6
TO,Carmolândia,Estadual,4.1,3.9
TO,Carmolândia,Pública,4.1,3.9
TO,Carrasco Bonito,Estadual,3.5,3.6
TO,Carrasco Bonito,Pública,3.5,3.6
TO,Caseara,Estadual,3.9,-
TO,Caseara,Pública,3.9,-
TO,Centenário,Estadual,3.3,-
TO,Centenário,Pública,3.3,-
TO,Chapada da Natividade,Estadual,3.6,4.1
TO,Chapada da Natividade,Pública,3.6,4.1
TO,Colinas do Tocantins,Estadual,3.7,4.1
TO,Colinas do Tocantins,Federal,-,4.7
TO,Colinas do Tocantins,Pública,3.8,4.2
TO,Combinado,Estadual,4.2,3.9
TO,Combinado,Pública,4.2,3.9
TO,Conceição do Tocantins,Estadual,3.8,3.3
TO,Conceição do Tocantins,Pública,3.8,3.3
TO,Couto Magalhães,Estadual,3.3,-
TO,Couto Magalhães,Pública,3.3,-
TO,Cristalândia,Estadual,4.3,4.8
TO,Cristalândia,Pública,4.3,4.8
TO,Crixás do Tocantins,Estadual,3.3,4.0
TO,Crixás do Tocantins,Pública,3.3,4.0
TO,Darcinópolis,Estadual,3.6,4.2
TO,Darcinópolis,Pública,3.6,4.2
TO,Dianópolis,Estadual,3.6,4.0
TO,Dianópolis,Federal,4.0,-
TO,Dianópolis,Pública,3.6,4.2
TO,Divinópolis do Tocantins,Estadual,3.4,-
TO,Divinópolis do Tocantins,Pública,3.4,-
TO,Dois Irmãos do Tocantins,Estadual,4.0,4.1
TO,Dois Irmãos do Tocantins,Pública,4.0,4.1
TO,Dueré,Estadual,3.5,4.2
TO,Dueré,Pública,3.5,4.2
TO,Esperantina,Estadual,3.4,3.6
TO,Esperantina,Pública,3.4,3.6
TO,Fátima,Estadual,3.6,4.4
TO,Fátima,Pública,3.6,4.4
TO,Figueirópolis,Estadual,4.2,4.2
TO,Figueirópolis,Pública,4.2,4.2
TO,Filadélfia,Estadual,3.4,2.7
TO,Filadélfia,Pública,3.4,2.7
TO,Formoso do Araguaia,Estadual,3.5,3.9
TO,Formoso do Araguaia,Pública,3.5,3.9
TO,Fortaleza do Tabocão,Estadual,3.7,3.8
TO,Fortaleza do Tabocão,Pública,3.7,3.8
TO,Goianorte,Estadual,3.8,-
TO,Goianorte,Pública,3.8,-
TO,Goiatins,Estadual,2.9,-
TO,Goiatins,Pública,2.9,-
TO,Guaraí,Estadual,3.9,3.8
TO,Guaraí,Pública,3.9,3.8
TO,Gurupi,Estadual,3.9,4.2
TO,Gurupi,Federal,5.2,-
TO,Gurupi,Pública,3.9,4.3
TO,Ipueiras,Estadual,3.3,3.9
TO,Ipueiras,Pública,3.3,3.9
TO,Itacajá,Estadual,2.9,-
TO,Itacajá,Pública,2.9,-
TO,Itaguatins,Estadual,3.2,3.4
TO,Itaguatins,Pública,3.2,3.4
TO,Itapiratins,Estadual,2.8,3.5
TO,Itapiratins,Pública,2.8,3.5
TO,Itaporã do Tocantins,Estadual,3.5,3.9
TO,Itaporã do Tocantins,Pública,3.5,3.9
TO,Jaú do Tocantins,Estadual,4.1,4.3
TO,Jaú do Tocantins,Pública,4.1,4.3
TO,Juarina,Estadual,3.2,-
TO,Juarina,Pública,3.2,-
TO,Lagoa da Confusão,Estadual,3.5,3.2
TO,Lagoa da Confusão,Pública,3.5,3.2
TO,Lagoa do Tocantins,Estadual,3.3,3.5
TO,Lagoa do Tocantins,Pública,3.3,3.5
TO,Lajeado,Estadual,3.7,4.7
TO,Lajeado,Pública,3.7,4.7
TO,Lavandeira,Estadual,4.1,3.8
TO,Lavandeira,Pública,4.1,3.8
TO,Lizarda,Estadual,3.6,3.3
TO,Lizarda,Pública,3.6,3.3
TO,Luzinópolis,Estadual,4.0,4.3
TO,Luzinópolis,Pública,4.0,4.3
TO,Marianópolis do Tocantins,Estadual,3.3,-
TO,Marianópolis do Tocantins,Pública,3.3,-
TO,Mateiros,Estadual,3.3,-
TO,Mateiros,Pública,3.3,-
TO,Maurilândia do Tocantins,Estadual,3.5,4.0
TO,Maurilândia do Tocantins,Pública,3.5,4.0
TO,Miracema do Tocantins,Estadual,3.9,4.3
TO,Miracema do Tocantins,Pública,3.9,4.3
TO,Miranorte,Estadual,3.7,-
TO,Miranorte,Pública,3.7,-
TO,Monte do Carmo,Estadual,3.7,3.5
TO,Monte do Carmo,Pública,3.7,3.5
TO,Palmeiras do Tocantins,Estadual,4.0,4.1
TO,Palmeiras do Tocantins,Pública,4.0,4.1
TO,Muricilândia,Estadual,3.4,-
TO,Muricilândia,Pública,3.4,-
TO,Natividade,Estadual,3.2,-
TO,Natividade,Pública,3.2,-
TO,Nazaré,Estadual,3.7,3.8
TO,Nazaré,Pública,3.7,3.8
TO,Nova Olinda,Estadual,3.0,3.5
TO,Nova Olinda,Pública,3.0,3.5
TO,Nova Rosalândia,Estadual,3.6,-
TO,Nova Rosalândia,Pública,3.6,-
TO,Novo Acordo,Estadual,2.5,3.1
TO,Novo Acordo,Pública,2.5,3.1
TO,Novo Alegre,Estadual,4.5,4.8
TO,Novo Alegre,Pública,4.5,4.8
TO,Novo Jardim,Estadual,3.5,-
TO,Novo Jardim,Pública,3.5,-
TO,Oliveira de Fátima,Estadual,4.5,-
TO,Oliveira de Fátima,Pública,4.5,-
TO,Palmeirante,Estadual,3.0,-
TO,Palmeirante,Pública,3.0,-
TO,Palmeirópolis,Estadual,4.6,4.8
TO,Palmeirópolis,Pública,4.6,4.8
TO,Paraíso do Tocantins,Estadual,3.8,4.1
TO,Paraíso do Tocantins,Federal,4.4,-
TO,Paraíso do Tocantins,Pública,3.9,4.2
TO,Paranã,Estadual,2.8,3.8
TO,Paranã,Pública,2.8,3.8
TO,Pau D'Arco,Estadual,3.7,4.0
TO,Pau D'Arco,Pública,3.7,4.0
TO,Pedro Afonso,Estadual,3.7,3.7
TO,Pedro Afonso,Pública,3.7,3.7
TO,Peixe,Estadual,2.7,3.9
TO,Peixe,Pública,2.7,3.9
TO,Pequizeiro,Estadual,3.5,3.7
TO,Pequizeiro,Pública,3.5,3.7
TO,Colméia,Estadual,4.0,4.3
TO,Colméia,Pública,4.0,4.3
TO,Pindorama do Tocantins,Estadual,3.8,-
TO,Pindorama do Tocantins,Pública,3.8,-
TO,Piraquê,Estadual,3.9,3.8
TO,Piraquê,Pública,3.9,3.8
TO,Pium,Estadual,3.5,-
TO,Pium,Pública,3.5,-
TO,Ponte Alta do Bom Jesus,Estadual,3.4,-
TO,Ponte Alta do Bom Jesus,Pública,3.4,-
TO,Ponte Alta do Tocantins,Estadual,3.7,-
TO,Ponte Alta do Tocantins,Pública,3.7,-
TO,Porto Alegre do Tocantins,Estadual,3.3,-
TO,Porto Alegre do Tocantins,Pública,3.3,-
TO,Porto Nacional,Estadual,3.3,3.8
TO,Porto Nacional,Federal,4.6,-
TO,Porto Nacional,Pública,3.5,3.8
TO,Praia Norte,Estadual,2.6,-
TO,Praia Norte,Pública,2.6,-
TO,Presidente Kennedy,Estadual,3.8,3.6
TO,Presidente Kennedy,Pública,3.8,3.6
TO,Pugmil,Estadual,3.2,4.0
TO,Pugmil,Pública,3.2,4.0
TO,Recursolândia,Estadual,3.9,-
TO,Recursolândia,Pública,3.9,-
TO,Riachinho,Estadual,3.4,3.8
TO,Riachinho,Pública,3.4,3.8
TO,Rio da Conceição,Estadual,3.3,4.1
TO,Rio da Conceição,Pública,3.3,4.1
TO,Rio dos Bois,Estadual,3.8,-
TO,Rio dos Bois,Pública,3.8,-
TO,Rio Sono,Estadual,3.2,3.4
TO,Rio Sono,Pública,3.2,3.4
TO,Sampaio,Estadual,3.4,4.1
TO,Sampaio,Pública,3.4,4.1
TO,Sandolândia,Estadual,3.9,-
TO,Sandolândia,Pública,3.9,-
TO,Santa Fé do Araguaia,Estadual,3.2,-
TO,Santa Fé do Araguaia,Pública,3.2,-
TO,Santa Maria do Tocantins,Estadual,3.6,3.8
TO,Santa Maria do Tocantins,Pública,3.6,3.8
TO,Santa Rita do Tocantins,Estadual,3.0,4.4
TO,Santa Rita do Tocantins,Pública,3.0,4.4
TO,Santa Rosa do Tocantins,Estadual,3.5,-
TO,Santa Rosa do Tocantins,Pública,3.5,-
TO,Santa Tereza do Tocantins,Estadual,3.1,-
TO,Santa Tereza do Tocantins,Pública,3.1,-
TO,Santa Terezinha do Tocantins,Estadual,3.8,4.1
TO,Santa Terezinha do Tocantins,Pública,3.8,4.1
TO,São Bento do Tocantins,Estadual,3.5,4.0
TO,São Bento do Tocantins,Pública,3.5,4.0
TO,São Félix do Tocantins,Estadual,3.5,4.0
TO,São Félix do Tocantins,Pública,3.5,4.0
TO,São Miguel do Tocantins,Estadual,3.4,3.0
TO,São Miguel do Tocantins,Pública,3.4,3.0
TO,São Salvador do Tocantins,Estadual,4.2,4.1
TO,São Salvador do Tocantins,Pública,4.2,4.1
TO,São Sebastião do Tocantins,Estadual,3.2,3.5
TO,São Sebastião do Tocantins,Pública,3.2,3.5
TO,São Valério,Estadual,4.2,3.8
TO,São Valério,Pública,4.2,3.8
TO,Silvanópolis,Estadual,3.0,-
TO,Silvanópolis,Pública,3.0,-
TO,Sítio Novo do Tocantins,Estadual,3.4,3.3
TO,Sítio Novo do Tocantins,Pública,3.4,3.3
TO,Sucupira,Estadual,3.5,-
TO,Sucupira,Pública,3.5,-
TO,Taguatinga,Estadual,3.4,3.3
TO,Taguatinga,Pública,3.4,3.3
TO,Taipas do Tocantins,Estadual,3.5,3.5
TO,Taipas do Tocantins,Pública,3.5,3.5
TO,Talismã,Estadual,2.7,4.1
TO,Talismã,Pública,2.7,4.1
TO,Palmas,Estadual,3.5,3.9
TO,Palmas,Federal,5.4,-
TO,Palmas,Pública,3.6,4.0
TO,Tocantínia,Estadual,3.0,-
TO,Tocantínia,Pública,3.0,-
TO,Tocantinópolis,Estadual,3.6,4.0
TO,Tocantinópolis,Pública,3.6,4.0
TO,Tupirama,Estadual,5.4,-
TO,Tupirama,Pública,5.4,-
TO,Tupiratins,Estadual,3.3,-
TO,Tupiratins,Pública,3.3,-
TO,Wanderlândia,Estadual,3.7,-
TO,Wanderlândia,Pública,3.7,-
TO,Xambioá,Estadual,3.8,3.7
TO,Xambioá,Pública,3.8,3.7
MA,Açailândia,Estadual,3.6,3.8
MA,Açailândia,Federal,-,5.2
MA,Açailândia,Pública,3.6,4.0
MA,Afonso Cunha,Estadual,3.2,3.3
MA,Afonso Cunha,Pública,3.2,3.3
MA,Água Doce do Maranhão,Estadual,3.3,3.6
MA,Água Doce do Maranhão,Pública,3.3,3.6
MA,Alcântara,Estadual,3.2,3.5
MA,Alcântara,Federal,-,-
MA,Alcântara,Pública,3.1,3.4
MA,Aldeias Altas,Estadual,3.4,3.5
MA,Aldeias Altas,Pública,3.4,3.5
MA,Altamira do Maranhão,Estadual,2.7,3.2
MA,Altamira do Maranhão,Pública,2.8,2.8
MA,Alto Alegre do Maranhão,Estadual,2.9,3.1
MA,Alto Alegre do Maranhão,Pública,2.9,3.1
MA,Alto Alegre do Pindaré,Estadual,3.2,3.5
MA,Alto Alegre do Pindaré,Pública,3.2,3.5
MA,Alto Parnaíba,Estadual,3.5,3.7
MA,Alto Parnaíba,Pública,3.5,3.7
MA,Amapá do Maranhão,Estadual,3.0,3.6
MA,Amapá do Maranhão,Pública,3.0,3.6
MA,Amarante do Maranhão,Estadual,3.5,3.2
MA,Amarante do Maranhão,Municipal,2.5,-
MA,Amarante do Maranhão,Pública,3.1,3.2
MA,Anajatuba,Estadual,3.1,3.1
MA,Anajatuba,Pública,3.1,3.1
MA,Anapurus,Estadual,3.2,3.3
MA,Anapurus,Pública,3.0,3.4
MA,Apicum-Açu,Estadual,3.6,4.1
MA,Apicum-Açu,Pública,3.6,4.1
MA,Araguanã,Estadual,2.6,2.8
MA,Araguanã,Pública,2.6,2.8
MA,Araioses,Estadual,2.8,3.3
MA,Araioses,Pública,2.8,3.3
MA,Arame,Estadual,2.7,2.9
MA,Arame,Pública,2.7,2.9
MA,Arari,Estadual,3.5,3.9
MA,Arari,Pública,3.5,3.9
MA,Axixá,Estadual,3.4,4.0
MA,Axixá,Pública,3.4,4.0
MA,Bacabal,Estadual,3.4,3.7
MA,Bacabal,Federal,4.8,-
MA,Bacabal,Pública,3.5,3.8
MA,Bacabeira,Estadual,3.1,3.8
MA,Bacabeira,Pública,3.1,3.8
MA,Bacuri,Estadual,3.4,3.8
MA,Bacuri,Pública,3.4,3.8
MA,Bacurituba,Estadual,3.6,3.8
MA,Bacurituba,Pública,3.6,3.8
MA,Balsas,Estadual,3.7,4.3
MA,Balsas,Pública,3.7,4.3
MA,Barão de Grajaú,Estadual,3.9,3.7
MA,Barão de Grajaú,Pública,3.9,3.7
MA,Barra do Corda,Estadual,3.1,3.5
MA,Barra do Corda,Federal,4.5,-
MA,Barra do Corda,Pública,3.3,3.6
MA,Barreirinhas,Estadual,2.7,3.0
MA,Barreirinhas,Federal,-,4.9
MA,Barreirinhas,Pública,2.8,3.3
MA,Belágua,Estadual,2.8,3.1
MA,Belágua,Pública,2.8,3.1
MA,Bela Vista do Maranhão,Estadual,2.9,3.5
MA,Bela Vista do Maranhão,Pública,2.9,3.5
MA,Benedito Leite,Estadual,4.2,4.1
MA,Benedito Leite,Pública,4.2,4.1
MA,Bequimão,Estadual,3.4,3.6
MA,Bequimão,Pública,3.4,3.6
MA,Bernardo do Mearim,Estadual,3.7,3.9
MA,Bernardo do Mearim,Pública,3.7,3.9
MA,Boa Vista do Gurupi,Estadual,2.4,3.2
MA,Boa Vista do Gurupi,Pública,2.4,3.2
MA,Bom Jardim,Estadual,2.9,3.0
MA,Bom Jardim,Pública,2.9,3.0
MA,Bom Jesus das Selvas,Estadual,3.0,3.6
MA,Bom Jesus das Selvas,Pública,3.0,3.6
MA,Bom Lugar,Estadual,3.1,3.3
MA,Bom Lugar,Pública,3.1,3.3
MA,Brejo,Estadual,3.1,3.3
MA,Brejo,Pública,3.1,3.3
MA,Brejo de Areia,Estadual,2.9,2.6
MA,Brejo de Areia,Pública,2.9,2.6
MA,Buriti,Estadual,3.1,3.0
MA,Buriti,Pública,3.1,3.0
MA,Buriti Bravo,Estadual,3.3,3.9
MA,Buriti Bravo,Pública,3.3,3.9
MA,Buriticupu,Estadual,2.8,3.2
MA,Buriticupu,Pública,2.8,3.1
MA,Buritirana,Estadual,2.8,2.5
MA,Buritirana,Pública,2.8,2.5
MA,Cachoeira Grande,Estadual,2.9,2.8
MA,Cachoeira Grande,Pública,2.9,2.8
MA,Cajapió,Estadual,2.6,2.7
MA,Cajapió,Pública,2.6,2.7
MA,Cajari,Estadual,3.4,3.4
MA,Cajari,Pública,3.4,3.4
MA,Campestre do Maranhão,Estadual,3.1,3.7
MA,Campestre do Maranhão,Pública,3.1,3.7
MA,Cândido Mendes,Estadual,3.0,3.6
MA,Cândido Mendes,Pública,3.0,3.6
MA,Cantanhede,Estadual,2.9,3.2
MA,Cantanhede,Pública,2.9,3.2
MA,Capinzal do Norte,Estadual,3.3,3.6
MA,Capinzal do Norte,Pública,3.3,3.6
MA,Carolina,Estadual,3.8,4.5
MA,Carolina,Pública,3.8,4.5
MA,Carutapera,Estadual,2.9,3.3
MA,Carutapera,Pública,2.9,3.3
MA,Caxias,Estadual,3.5,3.8
MA,Caxias,Federal,4.0,-
MA,Caxias,Pública,3.6,3.8
MA,Cedral,Estadual,3.8,4.0
MA,Cedral,Pública,3.8,4.0
MA,Central do Maranhão,Estadual,3.2,3.0
MA,Central do Maranhão,Pública,3.2,3.0
MA,Centro do Guilherme,Estadual,2.9,3.6
MA,Centro do Guilherme,Pública,2.9,3.6
MA,Centro Novo do Maranhão,Estadual,3.0,3.5
MA,Centro Novo do Maranhão,Pública,2.9,3.5
MA,Chapadinha,Estadual,3.5,3.8
MA,Chapadinha,Pública,3.5,3.8
MA,Cidelândia,Estadual,3.5,3.7
MA,Cidelândia,Pública,3.5,3.7
MA,Codó,Estadual,3.0,3.3
MA,Codó,Federal,4.5,-
MA,Codó,Pública,3.2,3.5
MA,Coelho Neto,Estadual,3.4,3.2
MA,Coelho Neto,Federal,4.1,-
MA,Coelho Neto,Pública,3.6,3.4
MA,Colinas,Estadual,3.0,3.3
MA,Colinas,Pública,3.0,3.3
MA,Conceição do Lago-Açu,Estadual,-,3.1
MA,Conceição do Lago-Açu,Pública,-,3.1
MA,Coroatá,Estadual,3.2,3.5
MA,Coroatá,Pública,3.2,3.5
MA,Cururupu,Estadual,3.7,3.8
MA,Cururupu,Pública,3.7,3.8
MA,Davinópolis,Estadual,3.6,4.2
MA,Davinópolis,Pública,3.6,4.2
MA,Dom Pedro,Estadual,4.4,4.7
MA,Dom Pedro,Pública,4.3,4.7
MA,Duque Bacelar,Estadual,3.0,2.9
MA,Duque Bacelar,Pública,3.0,2.9
MA,Esperantinópolis,Estadual,3.7,3.9
MA,Esperantinópolis,Pública,3.7,3.9
MA,Estreito,Estadual,3.5,3.7
MA,Estreito,Pública,3.5,3.7
MA,Feira Nova do Maranhão,Estadual,3.5,3.6
MA,Feira Nova do Maranhão,Pública,3.5,3.6
MA,Fernando Falcão,Estadual,2.7,3.2
MA,Fernando Falcão,Pública,2.7,3.2
MA,Formosa da Serra Negra,Estadual,3.7,4.1
MA,Formosa da Serra Negra,Pública,3.7,4.1
MA,Fortaleza dos Nogueiras,Estadual,4.7,4.9
MA,Fortaleza dos Nogueiras,Pública,4.7,4.9
MA,Fortuna,Estadual,3.2,3.9
MA,Fortuna,Pública,3.2,3.9
MA,Godofredo Viana,Estadual,3.3,3.7
MA,Godofredo Viana,Pública,3.3,3.7
MA,Gonçalves Dias,Estadual,3.6,3.7
MA,Gonçalves Dias,Pública,3.6,3.7
MA,Governador Archer,Estadual,3.7,3.5
MA,Governador Archer,Pública,3.7,3.5
MA,Governador Edison Lobão,Estadual,3.1,3.5
MA,Governador Edison Lobão,Pública,3.1,3.5
MA,Governador Eugênio Barros,Estadual,3.4,3.5
MA,Governador Eugênio Barros,Pública,3.4,3.6
MA,Governador Luiz Rocha,Estadual,3.4,3.3
MA,Governador Luiz Rocha,Pública,3.4,3.3
MA,Governador Newton Bello,Estadual,3.4,4.0
MA,Governador Newton Bello,Pública,3.4,4.0
MA,Governador Nunes Freire,Estadual,3.0,3.0
MA,Governador Nunes Freire,Pública,3.0,3.0
MA,Graça Aranha,Estadual,3.9,3.4
MA,Graça Aranha,Pública,3.9,3.4
MA,Grajaú,Estadual,2.8,3.1
MA,Grajaú,Federal,-,4.8
MA,Grajaú,Pública,2.8,3.3
MA,Guimarães,Estadual,3.8,3.9
MA,Guimarães,Pública,3.8,3.9
MA,Humberto de Campos,Estadual,2.7,3.1
MA,Humberto de Campos,Pública,2.7,3.1
MA,Icatu,Estadual,2.8,3.0
MA,Icatu,Pública,2.8,3.0
MA,Igarapé do Meio,Estadual,2.6,2.7
MA,Igarapé do Meio,Pública,2.6,2.7
MA,Igarapé Grande,Estadual,4.1,4.3
MA,Igarapé Grande,Pública,4.1,4.3
MA,Imperatriz,Estadual,3.9,4.1
MA,Imperatriz,Federal,5.9,6.1
MA,Imperatriz,Pública,4.0,4.1
MA,Itaipava do Grajaú,Estadual,2.8,3.4
MA,Itaipava do Grajaú,Pública,2.8,3.4
MA,Itapecuru Mirim,Estadual,2.6,2.7
MA,Itapecuru Mirim,Pública,2.6,2.8
MA,Itinga do Maranhão,Estadual,3.3,3.7
MA,Itinga do Maranhão,Pública,3.3,3.7
MA,Jatobá,Estadual,3.1,3.8
MA,Jatobá,Pública,3.1,3.8
MA,Jenipapo dos Vieiras,Estadual,-,-
MA,Jenipapo dos Vieiras,Pública,-,-
MA,João Lisboa,Estadual,3.4,3.6
MA,João Lisboa,Pública,3.4,3.6
MA,Joselândia,Estadual,3.1,3.6
MA,Joselândia,Pública,3.1,3.6
MA,Junco do Maranhão,Estadual,3.2,3.4
MA,Junco do Maranhão,Pública,3.2,3.4
MA,Lago da Pedra,Estadual,3.6,3.9
MA,Lago da Pedra,Pública,3.6,3.9
MA,Lago do Junco,Estadual,3.4,4.1
MA,Lago do Junco,Pública,3.6,4.1
MA,Lago Verde,Estadual,3.0,2.8
MA,Lago Verde,Pública,3.0,2.8
MA,Lagoa do Mato,Estadual,3.1,3.4
MA,Lagoa do Mato,Pública,3.1,3.4
MA,Lago dos Rodrigues,Estadual,3.8,4.0
MA,Lago dos Rodrigues,Pública,3.8,4.0
MA,Lagoa Grande do Maranhão,Estadual,3.1,3.5
MA,Lagoa Grande do Maranhão,Pública,3.1,3.5
MA,Lajeado Novo,Estadual,3.2,3.7
MA,Lajeado Novo,Pública,3.2,3.7
MA,Lima Campos,Estadual,3.4,4.1
MA,Lima Campos,Pública,3.4,4.1
MA,Loreto,Estadual,3.8,4.1
MA,Loreto,Pública,3.8,4.1
MA,Luís Domingues,Estadual,3.1,4.1
MA,Luís Domingues,Pública,3.1,4.1
MA,Magalhães de Almeida,Estadual,3.2,3.1
MA,Magalhães de Almeida,Pública,3.2,3.1
MA,Maracaçumé,Estadual,3.4,3.9
MA,Maracaçumé,Pública,3.4,3.9
MA,Marajá do Sena,Estadual,2.9,3.5
MA,Marajá do Sena,Pública,2.9,3.5
MA,Maranhãozinho,Estadual,3.5,-
MA,Maranhãozinho,Pública,3.5,-
MA,Mata Roma,Estadual,3.1,3.1
MA,Mata Roma,Pública,3.1,3.1
MA,Matinha,Estadual,3.6,3.2
MA,Matinha,Pública,3.6,3.2
MA,Matões,Estadual,3.4,3.5
MA,Matões,Pública,3.4,3.5
MA,Matões do Norte,Estadual,2.8,2.9
MA,Matões do Norte,Pública,2.8,2.9
MA,Milagres do Maranhão,Estadual,2.7,2.6
MA,Milagres do Maranhão,Pública,2.7,2.6
MA,Mirador,Estadual,2.6,3.6
MA,Mirador,Pública,2.6,3.6
MA,Miranda do Norte,Estadual,3.1,3.4
MA,Miranda do Norte,Pública,3.1,3.4
MA,Mirinzal,Estadual,3.4,3.7
MA,Mirinzal,Pública,3.4,3.7
MA,Monção,Estadual,2.7,2.9
MA,Monção,Pública,2.7,2.9
MA,Montes Altos,Estadual,3.4,3.7
MA,Montes Altos,Pública,3.4,3.7
MA,Morros,Estadual,3.1,3.3
MA,Morros,Pública,3.1,3.3
MA,Nina Rodrigues,Estadual,3.0,3.4
MA,Nina Rodrigues,Pública,3.0,3.4
MA,Nova Colinas,Estadual,4.2,4.5
MA,Nova Colinas,Pública,4.2,4.5
MA,Nova Iorque,Estadual,3.2,3.2
MA,Nova Iorque,Municipal,2.6,-
