UF,MUNICIPIO,REDE,2017,2019
RJ,Laje do Muriaé,Pública,4.0,4.6
RJ,Macaé,Estadual,3.1,3.5
RJ,Macaé,Federal,7.0,-
RJ,Macaé,Municipal,4.9,5.1
RJ,Macaé,Pública,3.6,4.2
RJ,Macuco,Estadual,4.3,4.7
RJ,Macuco,Pública,4.3,4.7
RJ,Magé,Estadual,3.3,3.5
RJ,Magé,Pública,3.3,3.5
RJ,Mangaratiba,Estadual,2.8,3.4
RJ,Mangaratiba,Pública,2.8,3.4
RJ,Maricá,Estadual,3.6,3.3
RJ,Maricá,Federal,5.0,-
RJ,Maricá,Pública,3.8,3.4
RJ,Mendes,Estadual,3.8,4.6
RJ,Mendes,Pública,3.8,4.6
RJ,Mesquita,Estadual,3.2,3.3
RJ,Mesquita,Pública,3.2,3.3
RJ,Miguel Pereira,Estadual,3.7,4.6
RJ,Miguel Pereira,Pública,3.7,4.6
RJ,Miracema,Estadual,4.2,4.6
RJ,Miracema,Pública,4.2,4.6
RJ,Natividade,Estadual,4.3,4.6
RJ,Natividade,Pública,4.3,4.6
RJ,Nilópolis,Estadual,3.6,3.7
RJ,Nilópolis,Pública,3.6,3.7
RJ,Niterói,Estadual,3.5,3.7
RJ,Niterói,Federal,-,-
RJ,Niterói,Pública,3.6,3.9
RJ,Nova Friburgo,Estadual,4.2,4.7
RJ,Nova Friburgo,Federal,6.4,-
RJ,Nova Friburgo,Pública,4.2,4.8
RJ,Nova Iguaçu,Estadual,3.2,3.6
RJ,Nova Iguaçu,Federal,-,-
RJ,Nova Iguaçu,Pública,3.3,3.7
RJ,Paracambi,Estadual,3.9,4.0
RJ,Paracambi,Pública,3.9,4.0
RJ,Paraíba do Sul,Estadual,3.7,4.5
RJ,Paraíba do Sul,Pública,3.7,4.5
RJ,Paraty,Estadual,3.9,3.8
RJ,Paraty,Pública,3.9,3.8
RJ,Paty do Alferes,Estadual,3.6,4.0
RJ,Paty do Alferes,Pública,3.6,4.0
RJ,Petrópolis,Estadual,3.7,4.0
RJ,Petrópolis,Federal,-,6.2
RJ,Petrópolis,Municipal,3.8,-
RJ,Petrópolis,Pública,3.7,4.2
RJ,Pinheiral,Estadual,4.3,4.6
RJ,Pinheiral,Federal,-,-
RJ,Pinheiral,Pública,4.8,5.5
RJ,Piraí,Estadual,3.6,3.5
RJ,Piraí,Municipal,3.8,-
RJ,Piraí,Pública,3.6,3.6
RJ,Porciúncula,Estadual,3.7,4.5
RJ,Porciúncula,Pública,3.7,4.5
RJ,Porto Real,Estadual,3.7,-
RJ,Porto Real,Pública,3.7,-
RJ,Quatis,Estadual,4.0,3.9
RJ,Quatis,Pública,4.0,3.9
RJ,Queimados,Estadual,3.0,3.4
RJ,Queimados,Pública,3.0,3.4
RJ,Quissamã,Estadual,3.3,3.2
RJ,Quissamã,Federal,4.5,-
RJ,Quissamã,Pública,3.6,3.6
RJ,Resende,Estadual,3.9,4.1
RJ,Resende,Municipal,-,-
RJ,Resende,Pública,3.9,4.0
RJ,Rio Bonito,Estadual,3.3,3.9
RJ,Rio Bonito,Pública,3.3,3.9
RJ,Rio Claro,Estadual,4.0,4.1
RJ,Rio Claro,Pública,4.0,4.1
RJ,Rio das Flores,Estadual,4.0,4.7
RJ,Rio das Flores,Pública,4.0,4.7
RJ,Rio das Ostras,Estadual,3.5,3.7
RJ,Rio das Ostras,Pública,3.5,3.7
RJ,Rio de Janeiro,Estadual,3.1,3.2
RJ,Rio de Janeiro,Federal,-,-
RJ,Rio de Janeiro,Pública,3.3,3.5
RJ,Santa Maria Madalena,Estadual,4.3,5.4
RJ,Santa Maria Madalena,Pública,4.3,5.4
RJ,Santo Antônio de Pádua,Estadual,4.3,4.5
RJ,Santo Antônio de Pádua,Federal,6.2,-
RJ,Santo Antônio de Pádua,Pública,4.6,4.9
RJ,São Francisco de Itabapoana,Estadual,3.8,4.2
RJ,São Francisco de Itabapoana,Pública,3.8,4.2
RJ,São Fidélis,Estadual,3.9,4.4
RJ,São Fidélis,Pública,3.9,4.4
RJ,São Gonçalo,Estadual,3.3,3.6
RJ,São Gonçalo,Pública,3.3,3.6
RJ,São João da Barra,Estadual,3.9,4.0
RJ,São João da Barra,Federal,4.4,-
RJ,São João da Barra,Pública,4.0,4.1
RJ,São João de Meriti,Estadual,3.3,3.6
RJ,São João de Meriti,Pública,3.3,3.6
RJ,São José de Ubá,Estadual,4.6,4.3
RJ,São José de Ubá,Pública,4.6,4.3
RJ,São José do Vale do Rio Preto,Estadual,-,4.5
RJ,São José do Vale do Rio Preto,Pública,-,4.5
RJ,São Pedro da Aldeia,Estadual,3.3,3.5
RJ,São Pedro da Aldeia,Pública,3.3,3.5
RJ,São Sebastião do Alto,Estadual,4.0,5.0
RJ,São Sebastião do Alto,Pública,4.0,5.0
RJ,Sapucaia,Estadual,4.2,4.4
RJ,Sapucaia,Pública,4.2,4.4
RJ,Saquarema,Estadual,3.7,3.8
RJ,Saquarema,Pública,3.7,3.8
RJ,Seropédica,Estadual,3.8,3.8
RJ,Seropédica,Federal,5.8,-
RJ,Seropédica,Pública,4.1,4.1
RJ,Silva Jardim,Estadual,3.6,3.5
RJ,Silva Jardim,Pública,3.6,3.5
RJ,Sumidouro,Estadual,4.7,4.8
RJ,Sumidouro,Pública,4.7,4.8
RJ,Tanguá,Estadual,3.4,3.0
RJ,Tanguá,Pública,3.4,3.0
RJ,Teresópolis,Estadual,-,4.0
RJ,Teresópolis,Pública,-,4.0
RJ,Trajano de Moraes,Estadual,4.6,4.3
RJ,Trajano de Moraes,Pública,4.6,4.3
RJ,Três Rios,Estadual,4.0,4.0
RJ,Três Rios,Municipal,4.3,-
RJ,Três Rios,Pública,4.0,4.0
RJ,Valença,Estadual,4.3,4.3
RJ,Valença,Federal,-,-
RJ,Valença,Pública,4.3,4.7
RJ,Varre-Sai,Estadual,4.0,4.7
RJ,Varre-Sai,Pública,4.0,4.7
RJ,Vassouras,Estadual,3.6,4.2
RJ,Vassouras,Pública,3.6,4.2
RJ,Volta Redonda,Estadual,3.9,4.1
RJ,Volta Redonda,Municipal,4.6,4.9
RJ,Volta Redonda,Pública,4.0,4.2
SP,Adamantina,Estadual,4.4,4.9
SP,Adamantina,Pública,4.4,4.9
SP,Adolfo,Estadual,4.2,4.1
SP,Adolfo,Pública,4.2,4.1
SP,Aguaí,Estadual,4.0,4.7
SP,Aguaí,Pública,4.0,4.7
SP,Águas da Prata,Estadual,4.9,4.6
SP,Águas da Prata,Pública,4.9,4.6
SP,Águas de Lindóia,Estadual,4.4,5.0
SP,Águas de Lindóia,Pública,4.4,5.0
SP,Águas de Santa Bárbara,Estadual,4.4,-
SP,Águas de Santa Bárbara,Pública,4.4,-
SP,Águas de São Pedro,Estadual,4.5,4.9
SP,Águas de São Pedro,Pública,4.5,4.9
SP,Agudos,Estadual,3.8,4.5
SP,Agudos,Pública,3.8,4.5
SP,Alambari,Estadual,3.6,4.6
SP,Alambari,Pública,3.6,4.6
SP,Alfredo Marcondes,Estadual,4.3,4.4
SP,Alfredo Marcondes,Pública,4.3,4.4
SP,Altair,Estadual,3.9,4.8
SP,Altair,Pública,3.9,4.8
SP,Altinópolis,Estadual,4.0,4.3
SP,Altinópolis,Pública,4.0,4.3
SP,Alto Alegre,Estadual,4.0,4.0
SP,Alto Alegre,Pública,4.0,4.0
SP,Alumínio,Estadual,4.0,5.0
SP,Alumínio,Pública,4.0,5.0
SP,Álvares Florence,Estadual,3.6,4.7
SP,Álvares Florence,Pública,3.6,4.7
SP,Álvares Machado,Estadual,3.8,4.4
SP,Álvares Machado,Pública,3.8,4.4
SP,Álvaro de Carvalho,Estadual,3.5,-
SP,Álvaro de Carvalho,Pública,3.5,-
SP,Alvinlândia,Estadual,3.8,-
SP,Alvinlândia,Pública,3.8,-
SP,Americana,Estadual,4.5,4.9
SP,Americana,Pública,4.5,4.9
SP,Américo Brasiliense,Estadual,-,4.5
SP,Américo Brasiliense,Pública,-,4.5
SP,Américo de Campos,Estadual,4.6,4.1
SP,Américo de Campos,Pública,4.6,4.1
SP,Amparo,Estadual,4.6,5.3
SP,Amparo,Pública,4.6,5.3
SP,Analândia,Estadual,4.2,4.3
SP,Analândia,Pública,4.2,4.3
SP,Andradina,Estadual,4.0,4.6
SP,Andradina,Pública,4.0,4.6
SP,Angatuba,Estadual,4.5,5.1
SP,Angatuba,Pública,4.5,5.1
SP,Anhembi,Estadual,3.0,4.3
SP,Anhembi,Pública,3.0,4.3
SP,Anhumas,Estadual,3.7,4.4
SP,Anhumas,Pública,3.7,4.4
SP,Aparecida,Estadual,4.4,4.7
SP,Aparecida,Pública,4.4,4.7
SP,Aparecida d'Oeste,Estadual,4.6,4.1
SP,Aparecida d'Oeste,Pública,4.6,4.1
SP,Apiaí,Estadual,4.3,4.8
SP,Apiaí,Pública,4.3,4.8
SP,Araçariguama,Estadual,-,4.6
SP,Araçariguama,Pública,-,4.6
SP,Araçatuba,Estadual,4.0,4.6
SP,Araçatuba,Pública,4.0,4.6
SP,Araçoiaba da Serra,Estadual,4.2,4.3
SP,Araçoiaba da Serra,Pública,4.2,4.3
SP,Aramina,Estadual,4.3,-
SP,Aramina,Pública,4.3,-
SP,Arandu,Estadual,4.0,4.0
SP,Arandu,Pública,4.0,4.0
SP,Arapeí,Estadual,3.2,2.6
SP,Arapeí,Pública,3.2,2.6
SP,Araraquara,Estadual,4.0,4.5
SP,Araraquara,Federal,-,-
SP,Araraquara,Pública,4.0,4.7
SP,Araras,Estadual,4.4,4.8
SP,Araras,Pública,4.4,4.8
SP,Arco-Íris,Estadual,4.1,5.1
SP,Arco-Íris,Pública,4.1,5.1
SP,Arealva,Estadual,4.5,-
SP,Arealva,Pública,4.5,-
SP,Areias,Estadual,3.5,4.4
SP,Areias,Pública,3.5,4.4
SP,Areiópolis,Estadual,3.7,4.3
SP,Areiópolis,Pública,3.7,4.3
SP,Ariranha,Estadual,4.8,5.2
SP,Ariranha,Pública,4.8,5.2
SP,Artur Nogueira,Estadual,4.2,4.6
SP,Artur Nogueira,Pública,4.2,4.6
SP,Arujá,Estadual,3.7,4.3
SP,Arujá,Pública,3.7,4.3
SP,Aspásia,Estadual,3.9,5.0
SP,Aspásia,Pública,3.9,5.0
SP,Assis,Estadual,4.2,4.9
SP,Assis,Pública,4.2,4.9
SP,Atibaia,Estadual,4.2,4.6
SP,Atibaia,Pública,4.2,4.6
SP,Auriflama,Estadual,4.3,4.6
SP,Auriflama,Pública,4.3,4.6
SP,Avaí,Estadual,3.9,3.8
SP,Avaí,Pública,3.9,3.8
SP,Avanhandava,Estadual,4.4,4.5
SP,Avanhandava,Pública,4.4,4.5
SP,Avaré,Estadual,3.8,4.4
SP,Avaré,Federal,5.4,-
SP,Avaré,Pública,4.0,4.6
SP,Bady Bassitt,Estadual,3.7,-
SP,Bady Bassitt,Pública,3.7,-
SP,Balbinos,Estadual,-,5.0
SP,Balbinos,Pública,-,5.0
SP,Bálsamo,Estadual,4.3,4.9
SP,Bálsamo,Pública,4.3,4.9
SP,Bananal,Estadual,3.5,3.5
SP,Bananal,Pública,3.5,3.5
SP,Barão de Antonina,Estadual,3.8,5.1
SP,Barão de Antonina,Pública,3.8,5.1
SP,Barbosa,Estadual,3.4,4.1
SP,Barbosa,Pública,3.4,4.1
SP,Bariri,Estadual,4.5,4.8
SP,Bariri,Pública,4.5,4.8
SP,Barra Bonita,Estadual,4.8,5.4
SP,Barra Bonita,Pública,4.8,5.4
SP,Barra do Chapéu,Estadual,3.5,4.8
SP,Barra do Chapéu,Pública,3.5,4.8
SP,Barra do Turvo,Estadual,3.6,4.4
SP,Barra do Turvo,Pública,3.6,4.4
SP,Barretos,Estadual,4.2,4.6
SP,Barretos,Federal,4.5,5.6
SP,Barretos,Pública,4.3,4.7
SP,Barrinha,Estadual,4.0,4.5
SP,Barrinha,Pública,4.0,4.5
SP,Barueri,Estadual,3.7,4.4
SP,Barueri,Municipal,5.3,5.6
SP,Barueri,Pública,4.4,4.9
SP,Bastos,Estadual,4.1,4.6
SP,Bastos,Pública,4.1,4.6
SP,Batatais,Estadual,4.3,4.6
SP,Batatais,Pública,4.3,4.6
SP,Bauru,Estadual,3.9,4.2
SP,Bauru,Pública,3.9,4.2
SP,Bebedouro,Estadual,4.3,4.7
SP,Bebedouro,Pública,4.3,4.7
SP,Bento de Abreu,Estadual,4.2,4.4
SP,Bento de Abreu,Pública,4.2,4.4
SP,Bernardino de Campos,Estadual,4.5,4.8
SP,Bernardino de Campos,Pública,4.5,4.8
SP,Bertioga,Estadual,3.4,4.2
SP,Bertioga,Pública,3.4,4.2
SP,Bilac,Estadual,4.3,4.6
SP,Bilac,Pública,4.3,4.6
SP,Birigui,Estadual,4.1,4.7
SP,Birigui,Federal,-,6.6
SP,Birigui,Pública,4.2,4.8
SP,Biritiba Mirim,Estadual,3.7,4.3
SP,Biritiba Mirim,Pública,3.7,4.3
SP,Boa Esperança do Sul,Estadual,3.3,3.7
SP,Boa Esperança do Sul,Pública,3.3,3.7
SP,Bocaina,Estadual,4.4,4.4
SP,Bocaina,Pública,4.4,4.4
SP,Bofete,Estadual,3.2,4.8
SP,Bofete,Pública,3.2,4.8
SP,Boituva,Estadual,3.2,4.0
SP,Boituva,Federal,5.7,6.3
SP,Boituva,Pública,3.4,4.3
SP,Bom Jesus dos Perdões,Estadual,4.3,4.2
SP,Bom Jesus dos Perdões,Pública,4.3,4.2
SP,Bom Sucesso de Itararé,Estadual,4.1,4.4
SP,Bom Sucesso de Itararé,Pública,4.1,4.4
SP,Borá,Estadual,3.3,-
SP,Borá,Pública,3.3,-
SP,Boracéia,Estadual,4.9,-
SP,Boracéia,Pública,4.9,-
SP,Borborema,Estadual,4.0,4.3
SP,Borborema,Pública,4.0,4.3
SP,Borebi,Estadual,2.7,-
SP,Borebi,Pública,2.7,-
SP,Botucatu,Estadual,3.6,4.1
SP,Botucatu,Pública,3.6,4.1
SP,Bragança Paulista,Estadual,4.1,4.5
SP,Bragança Paulista,Federal,5.9,-
SP,Bragança Paulista,Pública,4.2,4.6
SP,Braúna,Estadual,3.9,4.3
SP,Braúna,Pública,3.9,4.3
SP,Brejo Alegre,Estadual,3.5,-
SP,Brejo Alegre,Pública,3.5,-
SP,Brodowski,Estadual,3.3,4.1
SP,Brodowski,Pública,3.3,4.1
SP,Brotas,Estadual,3.5,4.3
SP,Brotas,Municipal,-,5.3
SP,Brotas,Pública,3.5,4.4
SP,Buri,Estadual,3.9,4.5
SP,Buri,Pública,3.9,4.5
SP,Buritama,Estadual,4.3,4.8
SP,Buritama,Pública,4.3,4.8
SP,Buritizal,Estadual,4.7,4.4
SP,Buritizal,Pública,4.7,4.4
SP,Cabrália Paulista,Estadual,3.9,4.6
SP,Cabrália Paulista,Pública,3.9,4.6
SP,Cabreúva,Estadual,3.9,4.9
SP,Cabreúva,Pública,3.9,4.9
SP,Caçapava,Estadual,4.2,4.8
SP,Caçapava,Pública,4.2,4.8
SP,Cachoeira Paulista,Estadual,4.1,4.6
SP,Cachoeira Paulista,Pública,4.1,4.6
SP,Caconde,Estadual,3.8,4.3
SP,Caconde,Pública,3.8,4.3
SP,Cafelândia,Estadual,3.7,4.2
SP,Cafelândia,Pública,3.7,4.2
SP,Caiabu,Estadual,3.6,4.4
SP,Caiabu,Pública,3.6,4.4
SP,Caieiras,Estadual,4.1,4.6
SP,Caieiras,Pública,4.1,4.6
SP,Caiuá,Estadual,3.9,4.6
SP,Caiuá,Pública,3.9,4.6
SP,Cajamar,Estadual,4.0,4.5
SP,Cajamar,Pública,4.0,4.5
SP,Cajati,Estadual,4.0,4.5
SP,Cajati,Pública,4.0,4.5
SP,Cajobi,Estadual,4.4,4.7
SP,Cajobi,Pública,4.4,4.7
SP,Cajuru,Estadual,3.7,4.0
SP,Cajuru,Pública,3.7,4.0
SP,Campina do Monte Alegre,Estadual,4.0,-
SP,Campina do Monte Alegre,Pública,4.0,-
SP,Campinas,Estadual,3.9,4.4
SP,Campinas,Federal,-,-
SP,Campinas,Pública,3.9,4.4
SP,Campo Limpo Paulista,Estadual,3.9,4.6
SP,Campo Limpo Paulista,Pública,3.9,4.6
SP,Campos do Jordão,Estadual,3.8,4.3
SP,Campos do Jordão,Federal,-,-
SP,Campos do Jordão,Pública,3.8,4.8
SP,Campos Novos Paulista,Estadual,4.3,4.8
SP,Campos Novos Paulista,Pública,4.3,4.8
SP,Cananéia,Estadual,3.5,3.8
SP,Cananéia,Pública,3.5,3.8
SP,Canas,Estadual,2.4,-
SP,Canas,Pública,2.4,-
SP,Cândido Mota,Estadual,4.1,4.3
SP,Cândido Mota,Pública,4.1,4.3
SP,Cândido Rodrigues,Estadual,4.9,4.1
SP,Cândido Rodrigues,Pública,4.9,4.1
SP,Canitar,Estadual,3.1,4.1
SP,Canitar,Pública,3.1,4.1
SP,Capão Bonito,Estadual,4.4,4.7
SP,Capão Bonito,Pública,4.4,4.7
SP,Capela do Alto,Estadual,4.4,4.5
SP,Capela do Alto,Pública,4.4,4.5
SP,Capivari,Estadual,4.0,4.9
SP,Capivari,Federal,5.8,6.3
SP,Capivari,Pública,4.2,5.1
SP,Caraguatatuba,Estadual,4.4,4.8
SP,Caraguatatuba,Federal,-,7.2
SP,Caraguatatuba,Pública,4.4,4.8
SP,Carapicuíba,Estadual,3.5,4.1
SP,Carapicuíba,Pública,3.5,4.1
SP,Cardoso,Estadual,4.2,-
SP,Cardoso,Pública,4.2,-
SP,Casa Branca,Estadual,4.2,4.2
SP,Casa Branca,Pública,4.2,4.2
SP,Cássia dos Coqueiros,Estadual,4.6,4.9
SP,Cássia dos Coqueiros,Pública,4.6,4.9
SP,Castilho,Estadual,3.5,4.6
SP,Castilho,Pública,3.5,4.6
SP,Catanduva,Estadual,4.5,5.0
SP,Catanduva,Federal,5.6,-
SP,Catanduva,Pública,4.6,5.2
SP,Catiguá,Estadual,4.1,4.3
SP,Catiguá,Pública,4.1,4.3
SP,Cedral,Estadual,4.5,5.2
SP,Cedral,Pública,4.5,5.2
SP,Cerqueira César,Estadual,4.1,4.4
SP,Cerqueira César,Pública,4.1,4.4
SP,Cerquilho,Estadual,4.7,4.7
SP,Cerquilho,Pública,4.7,4.7
SP,Cesário Lange,Estadual,3.9,4.1
SP,Cesário Lange,Pública,3.9,4.1
SP,Charqueada,Estadual,4.1,4.5
SP,Charqueada,Pública,4.1,4.5
SP,Clementina,Estadual,4.4,-
SP,Clementina,Pública,4.4,-
SP,Colina,Estadual,3.5,4.0
SP,Colina,Municipal,5.7,5.5
SP,Colina,Pública,3.9,4.4
SP,Colômbia,Estadual,4.6,4.6
SP,Colômbia,Pública,4.6,4.6
SP,Conchal,Estadual,4.3,4.9
SP,Conchal,Pública,4.3,4.9
SP,Conchas,Estadual,3.6,4.2
SP,Conchas,Pública,3.6,4.2
SP,Cordeirópolis,Estadual,4.4,4.3
SP,Cordeirópolis,Pública,4.4,4.3
SP,Coroados,Estadual,3.8,4.2
SP,Coroados,Pública,3.8,4.2
SP,Coronel Macedo,Estadual,3.8,4.2
SP,Coronel Macedo,Pública,3.8,4.2
SP,Corumbataí,Estadual,4.1,4.4
SP,Corumbataí,Pública,4.1,4.4
SP,Cosmópolis,Estadual,4.5,5.4
SP,Cosmópolis,Pública,4.5,5.4
SP,Cosmorama,Estadual,3.9,4.9
SP,Cosmorama,Pública,3.9,4.9
SP,Cotia,Estadual,3.7,4.3
SP,Cotia,Pública,3.7,4.3
SP,Cravinhos,Estadual,3.8,4.2
SP,Cravinhos,Pública,3.8,4.2
SP,Cristais Paulista,Estadual,3.8,4.7
SP,Cristais Paulista,Pública,3.8,4.7
SP,Cruzália,Estadual,4.3,5.2
SP,Cruzália,Pública,4.3,5.2
SP,Cruzeiro,Estadual,4.1,4.6
SP,Cruzeiro,Pública,4.1,4.6
SP,Cubatão,Estadual,3.7,4.4
SP,Cubatão,Federal,-,-
SP,Cubatão,Pública,4.0,4.7
SP,Cunha,Estadual,3.8,4.4
SP,Cunha,Pública,3.8,4.4
SP,Descalvado,Estadual,4.0,4.8
SP,Descalvado,Pública,4.0,4.8
SP,Diadema,Estadual,4.0,4.4
SP,Diadema,Pública,4.0,4.4
SP,Dirce Reis,Estadual,4.1,4.9
SP,Dirce Reis,Pública,4.1,4.9
SP,Divinolândia,Estadual,4.5,5.0
SP,Divinolândia,Pública,4.5,5.0
SP,Dobrada,Estadual,4.0,4.1
SP,Dobrada,Pública,4.0,4.1
SP,Dois Córregos,Estadual,3.9,4.0
SP,Dois Córregos,Pública,3.9,4.0
SP,Dolcinópolis,Estadual,4.6,5.1
SP,Dolcinópolis,Pública,4.6,5.1
SP,Dourado,Estadual,4.0,4.9
SP,Dourado,Pública,4.0,4.9
SP,Dracena,Estadual,4.3,4.7
SP,Dracena,Pública,4.3,4.7
SP,Duartina,Estadual,3.4,-
SP,Duartina,Pública,3.4,-
SP,Dumont,Estadual,4.1,4.6
SP,Dumont,Pública,4.1,4.6
SP,Echaporã,Estadual,3.6,-
SP,Echaporã,Pública,3.6,-
SP,Eldorado,Estadual,3.8,4.2
SP,Eldorado,Pública,3.8,4.2
SP,Elias Fausto,Estadual,3.9,4.6
SP,Elias Fausto,Pública,3.9,4.6
SP,Elisiário,Estadual,4.7,5.0
SP,Elisiário,Pública,4.7,5.0
SP,Embaúba,Estadual,4.2,4.6
SP,Embaúba,Pública,4.2,4.6
SP,Embu das Artes,Estadual,3.7,4.2
SP,Embu das Artes,Pública,3.7,4.2
SP,Embu-Guaçu,Estadual,4.0,4.5
SP,Embu-Guaçu,Pública,4.0,4.5
SP,Emilianópolis,Estadual,3.6,-
SP,Emilianópolis,Pública,3.6,-
SP,Engenheiro Coelho,Estadual,3.5,4.2
SP,Engenheiro Coelho,Pública,3.5,4.2
SP,Espírito Santo do Pinhal,Estadual,4.4,4.8
SP,Espírito Santo do Pinhal,Pública,4.4,4.8
SP,Espírito Santo do Turvo,Estadual,4.0,-
SP,Espírito Santo do Turvo,Pública,4.0,-
SP,Estrela d'Oeste,Estadual,4.7,4.8
SP,Estrela d'Oeste,Pública,4.7,4.8
SP,Estrela do Norte,Estadual,4.1,4.5
SP,Estrela do Norte,Pública,4.1,4.5
SP,Euclides da Cunha Paulista,Estadual,3.9,4.4
SP,Euclides da Cunha Paulista,Pública,3.9,4.4
SP,Fartura,Estadual,4.7,5.3
SP,Fartura,Pública,4.7,5.3
SP,Fernandópolis,Estadual,4.4,4.9
SP,Fernandópolis,Pública,4.4,4.9
SP,Fernando Prestes,Estadual,4.4,5.1
SP,Fernando Prestes,Pública,4.4,5.1
SP,Fernão,Estadual,3.7,5.5
SP,Fernão,Pública,3.7,5.5
SP,Ferraz de Vasconcelos,Estadual,3.5,4.1
SP,Ferraz de Vasconcelos,Pública,3.5,4.1
SP,Flora Rica,Estadual,3.8,4.4
SP,Flora Rica,Pública,3.8,4.4
SP,Floreal,Estadual,4.1,5.1
SP,Floreal,Pública,4.1,5.1
SP,Flórida Paulista,Estadual,3.8,3.8
SP,Flórida Paulista,Pública,3.8,3.8
SP,Florínea,Estadual,4.7,5.0
SP,Florínea,Pública,4.7,5.0
SP,Franca,Estadual,4.2,4.5
SP,Franca,Pública,4.2,4.5
SP,Francisco Morato,Estadual,3.8,4.1
SP,Francisco Morato,Pública,3.8,4.1
SP,Franco da Rocha,Estadual,3.8,4.3
SP,Franco da Rocha,Pública,3.8,4.3
SP,Gabriel Monteiro,Estadual,5.0,-
SP,Gabriel Monteiro,Pública,5.0,-
SP,Gália,Estadual,3.6,-
SP,Gália,Pública,3.6,-
SP,Garça,Estadual,4.0,4.3
SP,Garça,Pública,4.0,4.3
SP,Gastão Vidigal,Estadual,4.2,4.9
SP,Gastão Vidigal,Pública,4.2,4.9
SP,Gavião Peixoto,Estadual,3.8,4.2
SP,Gavião Peixoto,Pública,3.8,4.2
SP,General Salgado,Estadual,4.6,5.0
SP,General Salgado,Pública,4.6,5.0
SP,Getulina,Estadual,2.9,-
SP,Getulina,Pública,2.9,-
SP,Glicério,Estadual,3.4,3.9
SP,Glicério,Pública,3.4,3.9
SP,Guaiçara,Estadual,3.3,4.2
SP,Guaiçara,Pública,3.3,4.2
SP,Guaimbê,Estadual,3.4,4.2
SP,Guaimbê,Pública,3.4,4.2
SP,Guaíra,Estadual,4.0,4.9
SP,Guaíra,Pública,4.0,4.9
SP,Guapiaçu,Estadual,4.0,4.8
SP,Guapiaçu,Pública,4.0,4.8
SP,Guapiara,Estadual,4.1,4.4
SP,Guapiara,Pública,4.1,4.4
SP,Guará,Estadual,3.4,4.1
SP,Guará,Pública,3.4,4.1
SP,Guaraçaí,Estadual,4.4,4.5
SP,Guaraçaí,Pública,4.4,4.5
SP,Guaraci,Estadual,3.9,4.3
SP,Guaraci,Pública,3.9,4.3
SP,Guarani d'Oeste,Estadual,4.7,-
SP,Guarani d'Oeste,Pública,4.7,-
SP,Guarantã,Estadual,2.8,3.3
SP,Guarantã,Pública,2.8,3.3
SP,Guararapes,Estadual,4.0,4.9
SP,Guararapes,Pública,4.0,4.9
SP,Guararema,Estadual,3.8,4.3
SP,Guararema,Pública,3.8,4.3
SP,Guaratinguetá,Estadual,3.9,4.5
SP,Guaratinguetá,Pública,3.9,4.5
SP,Guareí,Estadual,4.2,4.2
SP,Guareí,Pública,4.2,4.2
SP,Guariba,Estadual,4.3,4.7
SP,Guariba,Pública,4.3,4.7
SP,Guarujá,Estadual,3.5,4.1
SP,Guarujá,Pública,3.5,4.1
SP,Guarulhos,Estadual,3.6,4.2
SP,Guarulhos,Federal,-,-
SP,Guarulhos,Pública,3.6,4.2
SP,Guatapará,Estadual,3.6,4.1
SP,Guatapará,Pública,3.6,4.1
SP,Guzolândia,Estadual,4.8,5.2
SP,Guzolândia,Pública,4.8,5.2
SP,Herculândia,Estadual,3.9,3.9
SP,Herculândia,Pública,3.9,3.9
SP,Holambra,Estadual,4.0,4.7
SP,Holambra,Pública,4.0,4.7
SP,Hortolândia,Estadual,4.0,4.6
SP,Hortolândia,Federal,-,-
SP,Hortolândia,Pública,3.9,4.7
SP,Iacanga,Estadual,4.2,-
SP,Iacanga,Pública,4.2,-
SP,Iacri,Estadual,3.6,4.5
SP,Iacri,Pública,3.6,4.5
SP,Iaras,Estadual,4.1,4.1
SP,Iaras,Pública,4.1,4.1
SP,Ibaté,Estadual,4.3,4.7
SP,Ibaté,Pública,4.3,4.7
SP,Ibirá,Estadual,3.9,4.0
SP,Ibirá,Pública,3.9,4.0
SP,Ibirarema,Estadual,3.1,-
SP,Ibirarema,Pública,3.1,-
SP,Ibitinga,Estadual,4.3,4.9
SP,Ibitinga,Pública,4.3,4.9
SP,Ibiúna,Estadual,4.0,4.6
SP,Ibiúna,Pública,4.0,4.6
SP,Icém,Estadual,3.9,4.2
SP,Icém,Pública,3.9,4.2
SP,Iepê,Estadual,4.0,4.4
SP,Iepê,Pública,4.0,4.4
SP,Igaraçu do Tietê,Estadual,3.4,4.1
SP,Igaraçu do Tietê,Pública,3.4,4.1
SP,Igarapava,Estadual,3.8,4.1
SP,Igarapava,Municipal,3.9,-
SP,Igarapava,Pública,3.8,4.1
SP,Igaratá,Estadual,3.9,4.0
SP,Igaratá,Pública,3.9,4.0
SP,Iguape,Estadual,4.1,4.8
SP,Iguape,Pública,4.1,4.8
SP,Ilhabela,Estadual,3.5,4.4
SP,Ilhabela,Pública,3.5,4.4
SP,Ilha Comprida,Estadual,4.1,4.9
SP,Ilha Comprida,Pública,4.1,4.9
SP,Ilha Solteira,Estadual,4.7,5.1
SP,Ilha Solteira,Pública,4.7,5.0
SP,Indaiatuba,Estadual,4.3,4.7
SP,Indaiatuba,Pública,4.3,4.7
SP,Indiana,Estadual,4.1,4.3
SP,Indiana,Pública,4.1,4.3
