UF,MUNICIPIO,REDE,2005,2007,2009,2011,2013,2015,2017,2019
BA,Ilhéus,Municipal,2.8,2.9,3.2,3.6,3.2,3.7,3.3,3.6
BA,Ilhéus,Pública,2.6,2.9,3.1,3.4,3.2,3.4,3.4,3.8
BA,Inhambupe,Estadual,2.2,2.7,2.0,2.5,2.4,1.9,2.6,-
BA,Inhambupe,Municipal,2.2,2.1,2.7,2.8,2.7,2.9,3.0,3.2
BA,Inhambupe,Pública,2.4,2.4,2.4,2.8,2.6,2.6,2.9,3.2
BA,Ipecaetá,Estadual,-,2.1,2.9,2.8,3.2,-,-,-
BA,Ipecaetá,Municipal,2.2,2.4,3.4,2.4,2.8,2.4,2.5,2.5
BA,Ipecaetá,Pública,2.3,2.3,3.3,2.4,2.8,2.4,2.5,2.5
BA,Ipiaú,Estadual,2.0,1.8,2.0,2.2,2.2,2.4,2.3,-
BA,Ipiaú,Municipal,2.5,3.0,2.9,2.8,3.0,4.1,3.6,3.8
BA,Ipiaú,Pública,2.2,2.5,2.7,2.7,2.8,3.7,3.5,3.8
BA,Ipirá,Estadual,2.7,2.5,2.9,2.7,2.6,3.0,2.4,3.9
BA,Ipirá,Municipal,-,3.1,3.0,3.0,2.9,3.3,3.2,3.3
BA,Ipirá,Pública,2.5,2.8,3.0,2.9,2.8,3.3,3.0,3.3
BA,Ipupiara,Estadual,3.4,3.4,3.8,2.9,4.2,4.0,4.1,-
BA,Ipupiara,Municipal,1.9,3.0,4.1,3.9,4.8,3.9,3.7,4.5
BA,Ipupiara,Pública,2.5,3.3,3.9,3.6,4.4,3.9,3.8,4.5
BA,Irajuba,Estadual,3.1,2.9,2.6,3.8,3.5,3.9,4.9,5.6
BA,Irajuba,Municipal,-,1.5,2.1,2.5,2.4,-,2.6,3.7
BA,Irajuba,Pública,2.2,1.9,2.3,2.9,2.8,-,3.3,4.3
BA,Iramaia,Estadual,3.1,3.5,3.2,-,-,-,-,-
BA,Iramaia,Municipal,2.1,2.6,2.6,-,2.7,3.6,3.3,-
BA,Iramaia,Pública,2.3,2.7,2.5,-,2.7,3.6,3.3,-
BA,Iraquara,Estadual,2.7,2.5,2.8,1.3,-,-,-,-
BA,Iraquara,Municipal,-,3.7,3.7,4.4,-,4.3,4.1,4.7
BA,Iraquara,Pública,2.9,3.1,3.3,3.8,-,4.3,4.1,4.7
BA,Irará,Municipal,2.7,2.9,3.3,3.2,3.2,3.1,3.7,3.2
BA,Irará,Pública,2.7,2.9,3.3,3.2,3.2,3.1,3.7,3.2
BA,Irecê,Estadual,3.5,3.6,3.8,3.8,3.8,2.7,-,-
BA,Irecê,Municipal,2.8,3.0,3.8,3.4,3.6,3.8,4.0,4.9
BA,Irecê,Pública,3.0,3.2,3.8,3.5,3.6,3.8,4.0,4.9
BA,Itabela,Estadual,3.0,2.4,3.4,3.0,-,-,-,-
BA,Itabela,Municipal,2.7,2.9,2.8,3.1,3.1,3.2,3.2,3.5
BA,Itabela,Pública,2.7,2.9,2.9,3.1,3.1,3.2,3.2,3.5
BA,Itaberaba,Estadual,2.5,2.9,2.9,3.3,3.3,3.1,3.0,-
BA,Itaberaba,Municipal,2.3,3.0,3.0,3.2,3.3,3.4,3.2,3.7
BA,Itaberaba,Pública,2.4,2.9,2.9,3.2,3.3,3.4,3.2,3.7
BA,Itabuna,Estadual,2.8,2.5,2.8,3.1,3.2,3.2,3.3,4.1
BA,Itabuna,Municipal,3.3,2.9,3.2,3.2,3.3,3.4,2.6,3.1
BA,Itabuna,Pública,3.0,2.7,2.9,3.3,3.4,3.4,3.0,3.6
BA,Itacaré,Estadual,-,-,3.1,-,-,-,-,-
BA,Itacaré,Municipal,2.7,2.8,2.9,3.3,2.8,3.3,3.2,3.5
BA,Itacaré,Pública,2.7,3.0,3.0,3.3,2.8,3.3,3.2,3.5
BA,Itaeté,Estadual,3.1,3.4,3.1,4.0,-,-,-,-
BA,Itaeté,Municipal,-,3.4,3.4,3.3,3.8,4.2,4.0,4.1
BA,Itaeté,Pública,3.4,3.4,3.3,3.4,3.8,4.2,4.0,4.1
BA,Itagi,Estadual,2.4,2.3,2.4,2.1,2.2,2.7,2.7,-
BA,Itagi,Municipal,2.3,2.3,2.8,1.8,2.8,2.4,2.7,3.0
BA,Itagi,Pública,2.4,2.3,2.6,2.0,2.4,2.5,2.6,3.0
BA,Itagibá,Municipal,2.4,3.0,3.2,3.7,3.3,4.2,4.3,4.7
BA,Itagibá,Pública,2.4,3.0,3.2,3.7,3.3,4.2,4.3,4.7
BA,Itagimirim,Municipal,1.9,2.6,2.9,3.4,3.2,3.4,3.0,3.1
BA,Itagimirim,Pública,1.9,2.6,2.9,3.4,3.2,3.4,3.0,3.1
BA,Itaguaçu da Bahia,Municipal,3.0,3.0,3.2,2.9,3.3,3.4,3.2,-
BA,Itaguaçu da Bahia,Pública,3.0,3.0,3.2,2.9,3.3,3.4,3.2,-
BA,Itaju do Colônia,Municipal,2.7,2.8,2.6,3.0,2.7,2.9,2.8,3.3
BA,Itaju do Colônia,Pública,2.7,2.8,2.6,3.0,2.7,2.9,2.8,3.3
BA,Itajuípe,Estadual,2.8,2.8,2.7,2.5,3.9,4.5,3.9,4.7
BA,Itajuípe,Municipal,1.8,2.4,2.8,2.6,2.4,2.7,3.3,2.9
BA,Itajuípe,Pública,2.4,2.6,2.8,2.6,3.0,3.2,3.5,3.4
BA,Itamaraju,Estadual,2.8,2.8,2.9,-,2.7,2.7,3.2,3.6
BA,Itamaraju,Municipal,2.4,2.6,3.1,3.0,3.1,3.5,4.0,4.5
BA,Itamaraju,Pública,2.6,2.7,2.9,2.8,3.0,3.4,4.0,4.4
BA,Itamari,Estadual,1.5,-,-,-,-,-,-,-
BA,Itamari,Municipal,-,2.3,2.1,2.8,2.2,1.8,1.9,-
BA,Itamari,Pública,1.8,2.3,2.1,2.8,2.2,1.8,1.9,-
BA,Itambé,Estadual,2.2,2.2,2.1,2.3,2.9,3.5,-,-
BA,Itambé,Municipal,2.0,2.1,2.0,2.3,3.1,3.0,2.8,3.1
BA,Itambé,Pública,2.2,2.2,2.1,2.3,2.9,3.3,2.8,3.1
BA,Itanagra,Estadual,2.2,2.1,1.3,1.6,-,3.4,-,-
BA,Itanagra,Municipal,-,1.9,3.2,2.8,2.8,-,2.1,3.3
BA,Itanagra,Pública,2.1,2.1,2.5,2.7,2.8,2.9,2.1,3.3
BA,Itanhém,Estadual,3.0,2.8,2.9,4.0,3.1,4.0,-,-
BA,Itanhém,Municipal,2.5,3.3,3.8,-,4.6,4.2,4.1,4.5
BA,Itanhém,Pública,2.7,3.2,3.5,3.6,4.2,4.1,4.1,4.5
BA,Itaparica,Estadual,2.5,2.7,2.6,2.6,1.8,2.4,1.5,-
BA,Itaparica,Municipal,-,2.6,2.6,2.5,2.4,3.0,3.0,4.3
BA,Itaparica,Pública,2.2,2.7,2.6,2.6,2.3,2.9,2.8,4.1
BA,Itapé,Estadual,-,2.8,2.6,3.9,2.6,4.0,-,-
BA,Itapé,Municipal,1.7,2.6,2.8,2.8,2.7,3.1,3.5,3.6
BA,Itapé,Pública,2.1,2.6,2.6,3.0,2.6,3.1,3.5,3.6
BA,Itapebi,Estadual,2.7,1.9,2.1,-,-,-,-,-
BA,Itapebi,Municipal,2.1,2.5,2.7,2.7,2.9,2.6,2.0,-
BA,Itapebi,Pública,2.2,2.4,2.6,2.7,2.9,2.6,2.0,-
BA,Itapetinga,Estadual,2.6,2.5,2.6,3.0,2.9,3.0,3.8,3.6
BA,Itapetinga,Municipal,2.8,2.9,3.0,3.7,3.7,3.8,3.7,3.4
BA,Itapetinga,Pública,2.7,2.8,2.9,3.4,3.5,3.7,3.6,3.4
BA,Itapicuru,Estadual,2.1,2.1,3.0,2.0,2.7,2.0,-,-
BA,Itapicuru,Municipal,1.8,4.8,2.8,2.9,-,2.8,2.3,3.3
BA,Itapicuru,Pública,1.8,4.0,2.7,2.5,2.6,2.7,2.3,3.3
BA,Itapitanga,Municipal,1.4,1.6,1.7,2.7,2.6,2.6,2.6,-
BA,Itapitanga,Pública,1.4,1.6,1.8,2.8,2.6,2.6,2.6,-
BA,Itaquara,Estadual,-,-,2.6,3.5,3.6,4.7,-,-
BA,Itaquara,Municipal,1.9,3.2,2.7,3.3,2.7,2.7,3.2,3.4
BA,Itaquara,Pública,2.0,3.2,2.7,3.3,2.9,3.3,3.2,3.4
BA,Itarantim,Estadual,3.6,3.1,3.2,3.8,2.3,3.3,-,-
BA,Itarantim,Municipal,1.7,2.4,2.2,2.3,1.9,2.2,2.6,2.8
BA,Itarantim,Pública,1.9,2.4,2.2,2.4,1.9,2.3,2.6,2.8
BA,Itatim,Municipal,2.1,2.4,1.8,2.5,3.3,3.3,4.4,4.8
BA,Itatim,Pública,2.1,2.4,1.8,2.5,3.3,3.3,4.4,4.8
BA,Itiruçu,Estadual,2.4,2.3,2.3,2.7,-,-,-,-
BA,Itiruçu,Municipal,1.7,2.0,2.7,2.9,3.3,3.2,2.9,3.3
BA,Itiruçu,Pública,2.1,2.2,2.5,2.8,3.2,3.3,2.9,3.2
BA,Itiúba,Estadual,2.8,2.8,3.0,2.5,2.9,-,-,-
BA,Itiúba,Municipal,-,2.5,2.9,3.2,2.9,3.1,3.1,3.5
BA,Itiúba,Pública,3.0,2.5,2.9,2.9,2.9,3.1,3.1,3.5
BA,Itororó,Estadual,2.3,2.2,2.7,2.7,-,-,-,-
BA,Itororó,Municipal,2.4,2.1,2.4,2.8,2.3,2.9,3.1,3.7
BA,Itororó,Pública,2.3,2.1,2.6,2.8,2.4,3.0,3.1,3.7
BA,Ituaçu,Municipal,3.0,2.6,3.4,3.5,3.0,3.7,3.0,3.9
BA,Ituaçu,Pública,3.0,2.6,3.4,3.5,3.0,3.7,3.0,3.9
BA,Ituberá,Estadual,2.6,2.0,2.1,1.7,2.7,-,-,-
BA,Ituberá,Municipal,2.0,2.2,2.0,3.2,-,3.8,3.5,3.9
BA,Ituberá,Pública,2.3,2.1,2.1,3.1,-,3.8,3.5,3.9
BA,Iuiu,Estadual,3.3,-,-,-,-,-,-,-
BA,Iuiu,Municipal,2.8,2.9,3.5,2.8,3.6,3.4,3.4,4.3
BA,Iuiu,Pública,2.9,3.0,3.5,2.8,3.6,3.4,3.4,4.3
BA,Jaborandi,Estadual,3.9,3.2,-,-,-,-,-,-
BA,Jaborandi,Municipal,2.7,3.2,3.0,3.9,3.5,3.9,3.8,4.7
BA,Jaborandi,Pública,2.9,3.3,3.0,3.9,3.5,3.9,3.8,4.7
BA,Jacaraci,Estadual,-,3.4,-,-,-,-,-,-
BA,Jacaraci,Municipal,4.1,3.7,3.8,3.9,5.0,5.1,5.5,6.3
BA,Jacaraci,Pública,4.1,3.7,3.8,3.9,5.0,5.1,5.5,6.3
BA,Jacobina,Estadual,2.4,2.6,3.3,2.7,3.7,4.2,3.9,5.3
BA,Jacobina,Municipal,2.2,2.8,2.6,3.0,2.7,3.4,3.4,3.4
BA,Jacobina,Pública,2.2,2.8,2.8,2.9,2.9,3.6,3.5,3.7
BA,Jaguaquara,Estadual,2.2,2.5,2.6,2.9,3.4,3.5,3.6,4.2
BA,Jaguaquara,Municipal,2.2,2.5,2.5,3.1,3.5,2.8,3.2,3.4
BA,Jaguaquara,Pública,2.2,2.5,2.6,3.0,3.4,3.1,3.3,3.7
BA,Jaguarari,Estadual,2.5,2.7,2.3,3.1,3.0,4.0,3.9,4.2
BA,Jaguarari,Municipal,2.4,2.8,2.8,3.2,3.0,3.6,3.5,3.5
BA,Jaguarari,Pública,2.5,2.7,2.6,3.2,2.9,4.0,3.7,3.7
BA,Jaguaripe,Estadual,2.8,3.2,-,2.5,-,-,-,-
BA,Jaguaripe,Municipal,2.7,2.6,-,-,-,-,2.7,3.8
BA,Jaguaripe,Pública,2.7,2.8,-,2.1,-,3.3,2.7,3.8
BA,Jandaíra,Estadual,-,3.9,1.9,-,-,-,-,-
BA,Jandaíra,Municipal,-,-,-,2.6,3.2,3.3,2.8,3.4
BA,Jandaíra,Pública,-,3.0,2.3,2.6,3.2,3.3,2.8,3.4
BA,Jequié,Estadual,2.5,2.7,2.7,2.9,3.1,3.4,3.6,4.0
BA,Jequié,Municipal,1.9,2.5,2.7,2.6,2.4,2.9,3.4,3.1
BA,Jequié,Pública,2.2,2.6,2.6,2.7,2.8,3.2,3.4,3.3
BA,Jeremoabo,Estadual,3.0,2.2,2.9,3.1,3.8,-,-,-
BA,Jeremoabo,Municipal,2.3,3.0,2.7,2.7,2.6,3.1,3.0,3.1
BA,Jeremoabo,Pública,2.4,2.9,2.8,2.8,2.9,3.1,3.0,3.1
BA,Jiquiriçá,Estadual,2.9,3.2,4.0,3.8,4.2,3.5,3.7,-
BA,Jiquiriçá,Municipal,1.5,2.3,2.7,2.5,3.1,2.9,-,3.8
BA,Jiquiriçá,Pública,2.1,2.9,3.4,3.4,3.7,3.2,3.1,3.8
BA,Jitaúna,Estadual,2.3,2.4,3.1,3.3,3.2,4.1,-,-
BA,Jitaúna,Municipal,2.1,2.1,2.1,2.4,2.4,3.7,3.7,4.2
BA,Jitaúna,Pública,2.3,2.1,2.3,2.6,2.5,3.8,3.7,4.2
BA,João Dourado,Estadual,2.3,2.2,2.1,-,-,-,-,-
BA,João Dourado,Municipal,3.1,3.7,3.4,3.8,3.4,3.9,3.9,4.8
BA,João Dourado,Pública,2.9,3.4,3.2,3.8,3.4,3.9,3.9,4.8
BA,Juazeiro,Estadual,2.6,2.7,2.9,-,3.3,3.5,3.8,4.2
BA,Juazeiro,Municipal,2.4,3.1,3.0,3.5,3.4,3.9,4.3,4.2
BA,Juazeiro,Pública,2.5,2.9,3.1,3.2,3.3,3.7,4.0,4.2
BA,Jucuruçu,Municipal,2.4,2.5,2.6,2.6,2.6,-,3.3,3.7
BA,Jucuruçu,Pública,2.3,2.5,2.6,2.6,2.6,-,3.3,3.7
BA,Jussara,Estadual,3.9,-,-,-,-,-,-,-
BA,Jussara,Municipal,2.2,2.4,2.8,3.0,2.9,3.1,2.9,-
BA,Jussara,Pública,2.4,2.4,2.8,3.0,2.9,3.1,2.9,-
BA,Jussari,Municipal,1.9,2.8,1.8,2.7,3.0,2.3,1.9,3.3
BA,Jussari,Pública,1.9,2.8,1.8,2.7,3.0,2.3,1.9,3.3
BA,Jussiape,Estadual,3.3,3.2,-,-,-,-,-,-
BA,Jussiape,Municipal,2.9,2.8,3.1,-,4.0,3.5,4.0,4.4
BA,Jussiape,Pública,3.2,3.0,3.1,-,4.1,3.5,4.1,4.4
BA,Lafaiete Coutinho,Estadual,3.9,3.7,3.9,3.6,3.0,3.0,3.7,-
BA,Lafaiete Coutinho,Municipal,-,-,-,-,-,-,-,3.8
BA,Lafaiete Coutinho,Pública,3.4,3.4,3.8,3.9,3.0,3.6,3.9,3.8
BA,Lagoa Real,Municipal,2.2,2.8,3.1,3.5,3.3,3.3,3.2,3.5
BA,Lagoa Real,Pública,2.2,2.8,3.1,3.5,3.3,3.3,3.2,3.5
BA,Laje,Estadual,3.4,3.3,3.2,3.3,3.1,3.6,4.1,-
BA,Laje,Municipal,3.1,2.9,2.2,2.6,2.7,3.5,3.3,4.2
BA,Laje,Pública,3.4,3.0,2.6,2.8,2.9,3.6,3.6,4.2
BA,Lajedão,Municipal,3.9,3.3,3.2,3.3,4.1,3.4,3.5,-
BA,Lajedão,Pública,3.9,3.3,3.2,3.3,4.1,3.4,3.5,-
BA,Lajedinho,Municipal,2.7,2.6,2.8,3.2,3.0,2.8,2.9,4.3
BA,Lajedinho,Pública,2.7,2.6,2.8,3.2,3.0,2.8,2.9,4.3
BA,Lajedo do Tabocal,Municipal,2.7,3.0,3.3,2.8,3.4,3.4,3.5,4.3
BA,Lajedo do Tabocal,Pública,2.7,3.0,3.3,2.8,3.4,3.4,3.5,4.3
BA,Lamarão,Municipal,1.8,2.2,2.7,2.6,2.3,2.8,3.8,3.4
BA,Lamarão,Pública,1.8,2.2,2.7,2.6,2.3,2.8,3.8,3.4
BA,Lapão,Estadual,2.9,2.2,3.8,3.3,-,3.9,-,-
BA,Lapão,Municipal,2.7,2.9,3.1,3.0,3.9,4.0,3.8,3.9
BA,Lapão,Pública,2.8,2.8,3.3,3.1,3.9,4.1,3.8,3.9
BA,Lauro de Freitas,Estadual,2.2,2.5,2.5,2.8,2.6,3.2,3.9,3.9
BA,Lauro de Freitas,Municipal,2.8,2.5,3.4,3.5,3.4,3.7,3.5,3.8
BA,Lauro de Freitas,Pública,2.7,2.5,3.2,3.3,3.2,3.6,3.5,3.8
BA,Lençóis,Estadual,1.8,2.4,3.1,-,-,-,-,-
BA,Lençóis,Municipal,2.0,-,-,3.2,-,3.9,3.6,4.0
BA,Lençóis,Pública,2.1,2.4,2.9,3.2,-,3.9,3.6,4.0
BA,Licínio de Almeida,Estadual,3.6,2.8,3.5,3.8,3.6,-,3.5,5.1
BA,Licínio de Almeida,Municipal,2.6,4.0,4.9,5.2,5.4,6.0,6.0,6.3
BA,Licínio de Almeida,Pública,2.9,3.5,4.5,4.8,4.9,5.0,5.5,6.0
BA,Livramento de Nossa Senhora,Estadual,3.7,3.5,3.9,4.2,3.6,3.9,-,-
BA,Livramento de Nossa Senhora,Municipal,3.5,3.6,3.6,3.7,3.1,3.6,4.0,4.4
BA,Livramento de Nossa Senhora,Pública,3.7,3.6,3.7,4.0,3.5,3.7,4.0,4.4
BA,Luís Eduardo Magalhães,Estadual,-,-,3.2,-,-,-,-,-
BA,Luís Eduardo Magalhães,Municipal,2.9,3.4,3.8,3.9,3.7,4.5,4.8,4.7
BA,Luís Eduardo Magalhães,Pública,2.9,3.4,3.8,3.9,3.7,4.5,4.8,4.7
BA,Macajuba,Municipal,2.6,2.8,2.8,3.0,3.1,3.7,-,2.8
BA,Macajuba,Pública,2.6,2.8,2.8,3.0,3.1,3.7,-,2.8
BA,Macarani,Estadual,3.5,4.5,4.2,3.5,4.4,-,-,-
BA,Macarani,Municipal,3.2,2.5,3.5,4.0,3.9,2.7,3.3,4.7
BA,Macarani,Pública,3.2,3.0,3.7,3.9,4.0,2.7,3.3,4.7
BA,Macaúbas,Estadual,3.5,3.5,3.1,2.7,-,-,-,-
BA,Macaúbas,Municipal,3.0,3.7,4.0,3.8,4.0,4.4,4.3,4.8
BA,Macaúbas,Pública,3.4,3.6,3.7,3.6,4.0,4.4,4.3,4.8
BA,Macururé,Estadual,2.8,3.1,2.9,3.4,3.8,-,-,-
BA,Macururé,Municipal,-,-,-,-,2.7,3.2,3.6,3.9
BA,Macururé,Pública,2.5,2.7,3.2,3.4,3.1,3.2,3.6,3.9
BA,Madre de Deus,Municipal,2.5,2.7,3.3,3.4,3.3,3.9,3.1,-
BA,Madre de Deus,Pública,2.5,2.7,3.3,3.4,3.3,3.9,3.1,-
BA,Maetinga,Municipal,2.7,2.4,3.2,2.8,3.3,3.9,3.0,-
BA,Maetinga,Pública,2.7,2.4,3.2,2.8,3.3,3.9,3.0,-
BA,Maiquinique,Municipal,0.3,2.2,2.7,3.1,4.0,3.1,2.7,3.6
BA,Maiquinique,Pública,0.3,2.2,2.7,3.1,4.0,3.1,2.7,3.6
BA,Mairi,Estadual,3.0,2.4,2.8,3.4,3.3,-,-,-
BA,Mairi,Municipal,2.5,2.9,3.0,3.3,3.4,3.5,3.4,3.3
BA,Mairi,Pública,2.6,2.7,3.0,3.3,3.4,3.5,3.4,3.3
BA,Malhada,Estadual,-,2.7,3.0,-,-,-,-,-
BA,Malhada,Municipal,-,2.9,3.1,3.0,3.1,3.6,3.4,4.2
BA,Malhada,Pública,-,2.8,3.0,3.0,3.1,3.6,3.4,4.2
BA,Malhada de Pedras,Municipal,2.7,3.1,3.5,3.9,3.1,4.2,4.8,4.7
BA,Malhada de Pedras,Pública,2.7,3.1,3.5,3.9,3.1,4.2,4.8,4.7
BA,Manoel Vitorino,Estadual,2.7,2.9,2.8,3.1,2.5,-,-,-
BA,Manoel Vitorino,Municipal,3.3,2.4,2.7,3.3,2.8,2.7,2.6,3.6
BA,Manoel Vitorino,Pública,2.9,2.5,2.7,3.2,2.7,2.7,2.6,3.6
BA,Mansidão,Estadual,2.7,2.8,3.8,-,-,-,-,-
BA,Mansidão,Municipal,2.8,3.3,3.4,3.4,3.5,-,-,-
BA,Mansidão,Pública,3.0,3.3,3.4,3.4,3.5,-,-,-
BA,Maracás,Estadual,2.4,3.0,3.1,3.0,3.3,-,-,-
BA,Maracás,Municipal,2.9,3.1,3.0,3.1,3.0,3.8,3.5,4.1
BA,Maracás,Pública,2.8,3.1,3.0,3.1,3.1,3.8,3.5,4.1
BA,Maragogipe,Estadual,2.1,2.3,2.2,1.9,2.4,2.4,2.3,-
BA,Maragogipe,Municipal,3.0,2.7,3.1,3.1,2.9,3.0,2.9,3.4
BA,Maragogipe,Pública,2.4,2.6,2.6,2.7,2.7,2.9,2.8,3.4
BA,Maraú,Estadual,-,2.6,-,-,-,-,-,-
BA,Maraú,Municipal,2.6,3.0,2.7,2.5,2.8,3.4,3.4,3.8
BA,Maraú,Pública,2.6,2.9,2.7,2.5,2.8,3.5,3.4,3.8
BA,Marcionílio Souza,Municipal,2.7,3.1,3.0,3.6,3.8,3.9,-,4.0
BA,Marcionílio Souza,Pública,2.7,3.1,3.0,3.6,3.8,3.9,-,4.0
BA,Mascote,Municipal,2.0,2.9,2.5,3.2,3.0,3.0,3.0,3.4
BA,Mascote,Pública,2.0,2.9,2.5,3.2,3.0,3.0,3.0,3.4
BA,Mata de São João,Estadual,1.8,2.3,2.7,2.9,-,-,-,-
BA,Mata de São João,Municipal,1.6,2.4,3.3,4.1,4.4,4.3,4.6,4.8
BA,Mata de São João,Pública,1.7,2.3,3.2,4.0,4.4,4.3,4.6,4.8
BA,Matina,Estadual,2.4,2.2,-,-,-,-,-,-
BA,Matina,Municipal,2.4,3.0,3.0,3.1,3.0,3.4,3.2,4.1
BA,Matina,Pública,2.4,3.0,3.0,3.1,3.0,3.4,3.2,4.1
BA,Medeiros Neto,Estadual,3.2,3.9,3.2,3.5,3.3,-,-,-
BA,Medeiros Neto,Municipal,2.8,2.9,3.1,3.1,3.4,3.9,3.5,4.1
BA,Medeiros Neto,Pública,2.9,3.2,3.1,3.1,3.4,3.9,3.5,4.1
BA,Miguel Calmon,Estadual,2.8,3.1,2.6,3.1,3.4,2.3,2.7,-
BA,Miguel Calmon,Municipal,2.8,2.9,2.8,2.9,3.5,3.3,3.2,3.3
BA,Miguel Calmon,Pública,2.8,3.1,2.8,3.1,3.4,3.0,2.9,3.3
BA,Milagres,Municipal,3.0,3.0,2.9,2.9,2.4,2.4,3.3,4.0
BA,Milagres,Pública,3.0,3.0,2.9,2.9,2.4,2.4,3.3,4.0
BA,Mirangaba,Estadual,2.8,-,-,-,-,-,-,-
BA,Mirangaba,Municipal,2.3,2.0,2.0,2.6,2.9,3.0,3.3,-
BA,Mirangaba,Pública,2.3,2.0,2.0,2.6,2.9,3.0,3.3,-
BA,Mirante,Municipal,2.9,2.6,2.9,3.3,3.7,4.0,4.0,4.2
BA,Mirante,Pública,2.9,2.6,2.9,3.3,3.7,4.0,4.0,4.2
BA,Monte Santo,Estadual,2.1,-,-,-,-,-,-,-
BA,Monte Santo,Municipal,2.8,2.9,2.9,3.1,2.6,3.2,3.0,3.4
BA,Monte Santo,Pública,2.8,2.9,3.0,3.1,2.6,3.2,3.0,3.4
BA,Morpará,Estadual,2.2,3.0,3.6,3.6,3.3,3.9,-,-
BA,Morpará,Municipal,-,-,2.2,-,-,-,3.5,3.1
BA,Morpará,Pública,2.2,2.9,3.0,3.4,3.1,3.8,3.5,3.1
BA,Morro do Chapéu,Estadual,2.3,3.2,3.4,3.3,3.2,4.0,3.4,-
BA,Morro do Chapéu,Municipal,-,3.1,3.3,3.1,-,3.0,3.4,3.9
BA,Morro do Chapéu,Pública,2.6,3.5,3.5,3.3,3.1,3.5,3.3,3.9
BA,Mortugaba,Estadual,2.2,2.3,3.4,-,-,-,-,-
BA,Mortugaba,Municipal,3.3,4.1,4.2,4.1,3.8,4.1,3.9,4.6
BA,Mortugaba,Pública,2.8,3.4,3.9,4.1,3.8,4.1,3.9,4.6
BA,Mucugê,Estadual,3.1,2.9,4.1,-,-,-,-,-
BA,Mucugê,Municipal,-,2.9,3.5,3.9,3.7,3.8,4.1,4.3
BA,Mucugê,Pública,2.8,3.2,3.8,-,3.7,3.8,4.1,4.3
BA,Mucuri,Estadual,2.8,2.6,3.4,-,-,-,-,-
BA,Mucuri,Municipal,2.5,2.7,3.0,3.5,3.5,3.4,3.2,3.9
BA,Mucuri,Pública,2.5,2.6,3.1,3.4,3.6,3.4,3.2,3.9
BA,Mulungu do Morro,Municipal,3.0,2.7,3.3,3.0,3.2,3.2,3.5,3.9
BA,Mulungu do Morro,Pública,3.0,2.7,3.3,3.0,3.2,3.2,3.5,3.9
BA,Mundo Novo,Estadual,1.8,2.4,2.5,2.5,2.9,3.0,2.8,-
BA,Mundo Novo,Municipal,-,-,-,-,-,4.5,5.0,4.7
BA,Mundo Novo,Pública,2.4,2.9,2.9,3.0,3.2,3.8,4.0,4.7
BA,Muniz Ferreira,Estadual,3.2,2.3,3.4,2.2,-,-,-,-
BA,Muniz Ferreira,Municipal,1.9,2.8,3.2,2.7,3.2,3.2,4.0,4.5
BA,Muniz Ferreira,Pública,2.7,2.5,3.2,2.5,3.2,3.2,4.0,4.5
BA,Muquém do São Francisco,Municipal,-,-,3.2,3.5,-,-,4.0,4.5
BA,Muquém do São Francisco,Pública,-,-,3.2,3.5,-,-,4.0,4.5
BA,Muritiba,Estadual,2.1,2.8,2.7,2.7,2.8,2.2,-,-
BA,Muritiba,Municipal,2.2,3.9,2.9,2.9,2.8,3.3,3.2,3.1
BA,Muritiba,Pública,2.4,3.5,2.7,2.8,2.8,2.9,3.2,3.1
BA,Mutuípe,Estadual,2.1,2.0,2.1,2.2,2.5,2.8,2.9,-
BA,Mutuípe,Municipal,2.9,2.8,3.3,3.1,3.4,3.3,3.8,3.0
BA,Mutuípe,Pública,2.6,2.6,2.9,2.8,3.2,3.1,3.6,3.0
BA,Nazaré,Estadual,2.1,2.1,2.8,2.9,2.7,2.8,3.5,-
BA,Nazaré,Municipal,-,2.6,1.8,2.3,2.4,3.6,2.9,4.4
BA,Nazaré,Pública,2.2,2.3,2.6,2.8,2.6,3.0,3.3,4.4
BA,Nilo Peçanha,Municipal,2.2,2.2,2.4,4.1,3.4,3.4,3.2,3.3
BA,Nilo Peçanha,Pública,2.2,2.2,2.4,4.1,3.4,3.4,3.2,3.3
BA,Nordestina,Municipal,2.9,2.9,2.9,3.0,3.2,3.2,3.4,3.6
BA,Nordestina,Pública,2.9,2.9,2.9,3.0,3.2,3.2,3.4,3.6
BA,Nova Canaã,Estadual,-,-,-,2.6,2.8,4.2,-,-
BA,Nova Canaã,Municipal,2.1,2.6,3.1,3.1,2.8,-,3.0,3.5
BA,Nova Canaã,Pública,2.1,2.6,3.0,3.1,2.8,-,3.0,3.5
BA,Nova Fátima,Estadual,3.1,3.8,4.4,3.9,3.7,3.8,-,-
BA,Nova Fátima,Municipal,3.1,3.1,3.7,2.8,3.0,3.0,3.3,-
BA,Nova Fátima,Pública,3.1,3.7,3.9,3.1,3.2,3.2,3.3,-
BA,Nova Ibiá,Municipal,2.7,2.8,3.4,3.3,3.8,3.8,2.6,3.7
BA,Nova Ibiá,Pública,2.7,2.8,3.4,3.3,3.8,3.8,2.6,3.7
BA,Nova Itarana,Estadual,2.5,2.5,2.4,2.8,2.4,2.7,-,-
BA,Nova Itarana,Municipal,-,3.3,-,-,-,-,4.1,3.8
BA,Nova Itarana,Pública,2.6,2.7,2.5,2.9,2.6,2.8,4.1,3.8
