sigla_partido,sigla_uf,ano,motivo
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2209,JUDICIAL
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,3019,JUDICIAL
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,-
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,JUDICIAL
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2102,JUDICIAL
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO PARTIDO
PTB,SP,2021,A PEDIDO DO PARTIDO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,-
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,A PEDIDO DO ELEITOR
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
PTB,SP,2021,CANCELAMENTO AUTOMÁTICO
