"Produto/Unidade","Mês/Ano","Preço Médio"
"TOMATE SALADA (kg)","01/2018",6.19
"TOMATE SALADA (kg)","02/2018",5.66
"TOMATE SALADA (kg)","03/2018",5.33
"TOMATE SALADA (kg)","04/2018",5.49
"TOMATE SALADA (kg)","05/2018",6.49
"TOMATE SALADA (kg)","06/2018",3.22
"TOMATE SALADA (kg)","07/2018",2.44
"TOMATE SALADA (kg)","08/2018",2.76
"TOMATE SALADA (kg)","09/2018",2.99
"TOMATE SALADA (kg)","10/2018",5.89
"TOMATE SALADA (kg)","11/2018",6.56
"TOMATE SALADA (kg)","12/2018",8.79
"TOMATE SALADA (kg)","01/2019",6.52
"TOMATE SALADA (kg)","02/2019",7.37
"TOMATE SALADA (kg)","03/2019",6.82
"TOMATE SALADA (kg)","04/2019",8.99
"TOMATE SALADA (kg)","05/2019",7.99
"TOMATE SALADA (kg)","06/2019",7.18
"TOMATE SALADA (kg)","07/2019",8.34
"TOMATE SALADA (kg)","08/2019",3.59
"TOMATE SALADA (kg)","09/2019",3.89
"TOMATE SALADA (kg)","10/2019",3.51
"TOMATE SALADA (kg)","11/2019",3.77
"TOMATE SALADA (kg)","12/2019",4.53
"TOMATE SALADA (kg)","01/2020",4.44
"TOMATE SALADA (kg)","02/2020",5.59
"TOMATE SALADA (kg)","03/2020",8.84
"TOMATE SALADA (kg)","04/2020",7.17
"TOMATE SALADA (kg)","05/2020",6.49
"TOMATE SALADA (kg)","06/2020",5.66
"TOMATE SALADA (kg)","07/2020",3.74
"TOMATE SALADA (kg)","08/2020",6.59
"TOMATE SALADA (kg)","09/2020",6.76
"TOMATE SALADA (kg)","10/2020",10.8
"TOMATE SALADA (kg)","11/2020",8.49
"TOMATE SALADA (kg)","12/2020",6.93
"TOMATE SALADA (kg)","01/2021",7.74
"TOMATE SALADA (kg)","02/2021",6.51
"TOMATE SALADA (kg)","03/2021",5.05
"TOMATE SALADA (kg)","04/2021",5.35
"TOMATE SALADA (kg)","05/2021",6.62
"TOMATE SALADA (kg)","06/2021",5.18
"TOMATE SALADA (kg)","07/2021",6.08
"TOMATE SALADA (kg)","08/2021",6.37
"TOMATE SALADA (kg)","09/2021",6.66
"TOMATE SALADA (kg)","10/2021",8.2
"TOMATE SALADA (kg)","11/2021",8.52
"TOMATE SALADA (kg)","12/2021",7.75
"TOMATE SALADA (kg)","01/2022",7.84
"TOMATE SALADA (kg)","02/2022",7.11
"TOMATE SALADA (kg)","03/2022",8.54
"TOMATE SALADA (kg)","04/2022",10.34
"TOMATE SALADA (kg)","05/2022",10.51
"TOMATE SALADA (kg)","06/2022",10.09
