"Produto/Unidade","Mês/Ano","Preço Médio"
"TOMATE (kg)","06/2018",2.09
"TOMATE (kg)","07/2018",1.08
"TOMATE (kg)","08/2018",1.11
"TOMATE (kg)","09/2018",1.36
"TOMATE (kg)","10/2018",2.18
"TOMATE (kg)","11/2018",3.25
"TOMATE (kg)","12/2018",3.13
"TOMATE (kg)","01/2019",1.71
"TOMATE (kg)","02/2019",1.92
"TOMATE (kg)","03/2019",2.81
"TOMATE (kg)","04/2019",4.3
"TOMATE (kg)","05/2019",4.04
"TOMATE (kg)","06/2019",3.23
"TOMATE (kg)","07/2019",2.64
"TOMATE (kg)","08/2019",2.38
"TOMATE (kg)","09/2019",1.44
"TOMATE (kg)","10/2019",1.45
"TOMATE (kg)","11/2019",1.82
"TOMATE (kg)","12/2019",1.51
"TOMATE (kg)","01/2020",2.04
"TOMATE (kg)","02/2020",2.23
"TOMATE (kg)","03/2020",2.47
"TOMATE (kg)","04/2020",2.33
"TOMATE (kg)","05/2020",2.1
"TOMATE (kg)","06/2020",1.36
"TOMATE (kg)","07/2020",1.31
"TOMATE (kg)","08/2020",2.03
"TOMATE (kg)","09/2020",1.89
"TOMATE (kg)","10/2020",3.15
"TOMATE (kg)","11/2020",2.99
"TOMATE (kg)","12/2020",2.26
"TOMATE (kg)","01/2021",2.65
"TOMATE (kg)","02/2021",1.76
"TOMATE (kg)","03/2021",1.29
"TOMATE (kg)","04/2021",1.82
"TOMATE (kg)","05/2021",1.78
"TOMATE (kg)","06/2021",1.54
"TOMATE (kg)","07/2021",2.74
"TOMATE (kg)","08/2021",2.21
"TOMATE (kg)","09/2021",3.31
"TOMATE (kg)","11/2021",2.41
"TOMATE (kg)","12/2021",3.32
"TOMATE (kg)","01/2022",2.9
"TOMATE (kg)","02/2022",2.94
"TOMATE (kg)","03/2022",3.78
"TOMATE (kg)","04/2022",5.98
"TOMATE (kg)","05/2022",3.83
"TOMATE (kg)","06/2022",3.73
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","01/2018",38.7
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","02/2018",39.67
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","03/2018",40.08
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","04/2018",42.2
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","05/2018",55.09
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","06/2018",68.16
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","07/2018",61.55
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","08/2018",55.81
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","09/2018",57.2
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","10/2018",52.44
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","11/2018",48.74
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","12/2018",52.7
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","01/2019",52.52
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","02/2019",52.29
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","03/2019",54.71
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","04/2019",56.16
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","05/2019",50.97
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","06/2019",52.73
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","07/2019",52.68
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","08/2019",48.33
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","09/2019",48.59
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","10/2019",48.63
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","11/2019",50.3
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","12/2019",51.46
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","01/2020",55.11
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","02/2020",58.88
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","03/2020",59.45
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","04/2020",65.01
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","05/2020",70.41
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","06/2020",75.31
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","07/2020",74.69
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","08/2020",71.73
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","09/2020",69.25
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","10/2020",74.96
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","11/2020",81.33
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","12/2020",76.78
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","01/2021",85.42
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","02/2021",84.9
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","03/2021",88.5
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","04/2021",95.74
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","05/2021",98.48
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","06/2021",95.97
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","07/2021",94.42
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","08/2021",98.43
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","09/2021",97.47
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","10/2021",99.32
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","11/2021",98.94
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","12/2021",102.91
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","01/2022",106.25
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","02/2022",106.32
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","03/2022",111.32
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","04/2022",114.6
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","05/2022",120.3
"TRIGO MELHORADOR, PH 78, TIPO 1 (60 kg)","06/2022",127.57
"TRITICALE EM GRÃOS (60 kg)","01/2018",30.97
"TRITICALE EM GRÃOS (60 kg)","02/2018",32.2
"TRITICALE EM GRÃOS (60 kg)","03/2018",33
"TRITICALE EM GRÃOS (60 kg)","04/2018",34.25
"TRITICALE EM GRÃOS (60 kg)","09/2018",45.75
"TRITICALE EM GRÃOS (60 kg)","10/2018",39.04
"TRITICALE EM GRÃOS (60 kg)","11/2018",38.15
"TRITICALE EM GRÃOS (60 kg)","12/2018",40.82
"TRITICALE EM GRÃOS (60 kg)","01/2019",40.9
"TRITICALE EM GRÃOS (60 kg)","04/2019",34.47
"TRITICALE EM GRÃOS (60 kg)","05/2019",34.2
"TRITICALE EM GRÃOS (60 kg)","06/2019",32.59
"TRITICALE EM GRÃOS (60 kg)","07/2019",33.05
"TRITICALE EM GRÃOS (60 kg)","08/2019",34.21
"TRITICALE EM GRÃOS (60 kg)","09/2019",35.62
"TRITICALE EM GRÃOS (60 kg)","10/2019",36.86
"TRITICALE EM GRÃOS (60 kg)","11/2019",37.5
"TRITICALE EM GRÃOS (60 kg)","12/2019",39.69
"TRITICALE EM GRÃOS (60 kg)","01/2020",41.29
"TRITICALE EM GRÃOS (60 kg)","02/2020",43.28
"TRITICALE EM GRÃOS (60 kg)","03/2020",39.19
"TRITICALE EM GRÃOS (60 kg)","04/2020",45.49
"TRITICALE EM GRÃOS (60 kg)","05/2020",45
"TRITICALE EM GRÃOS (60 kg)","06/2020",48.59
"TRITICALE EM GRÃOS (60 kg)","07/2020",51.39
"TRITICALE EM GRÃOS (60 kg)","08/2020",50.7
"TRITICALE EM GRÃOS (60 kg)","09/2020",52.08
"TRITICALE EM GRÃOS (60 kg)","10/2020",60.83
"TRITICALE EM GRÃOS (60 kg)","11/2020",63.98
"TRITICALE EM GRÃOS (60 kg)","12/2020",61.65
"TRITICALE EM GRÃOS (60 kg)","01/2021",64.93
"TRITICALE EM GRÃOS (60 kg)","02/2021",64.16
"TRITICALE EM GRÃOS (60 kg)","03/2021",62.92
"TRITICALE EM GRÃOS (60 kg)","04/2021",69.5
"TRITICALE EM GRÃOS (60 kg)","05/2021",72.11
"TRITICALE EM GRÃOS (60 kg)","06/2021",76.55
"TRITICALE EM GRÃOS (60 kg)","07/2021",75.45
"TRITICALE EM GRÃOS (60 kg)","08/2021",76.1
"TRITICALE EM GRÃOS (60 kg)","09/2021",77.16
"TRITICALE EM GRÃOS (60 kg)","10/2021",77.67
"TRITICALE EM GRÃOS (60 kg)","11/2021",73.65
"TRITICALE EM GRÃOS (60 kg)","12/2021",72.11
"TRITICALE EM GRÃOS (60 kg)","01/2022",78.3
"TRITICALE EM GRÃOS (60 kg)","02/2022",79.22
"TRITICALE EM GRÃOS (60 kg)","03/2022",81.8
"TRITICALE EM GRÃOS (60 kg)","04/2022",87.1
"TRITICALE EM GRÃOS (60 kg)","05/2022",90.8
"TRITICALE EM GRÃOS (60 kg)","06/2022",98.88
"UVA INDÚSTRIA NIÁGARA (kg)","01/2018",3.33
"UVA INDÚSTRIA NIÁGARA (kg)","02/2018",3.16
"UVA INDÚSTRIA NIÁGARA (kg)","07/2018",3.42
"UVA INDÚSTRIA NIÁGARA (kg)","08/2018",4.4
"UVA INDÚSTRIA NIÁGARA (kg)","09/2018",4.4
"UVA INDÚSTRIA NIÁGARA (kg)","10/2018",4.57
"UVA INDÚSTRIA NIÁGARA (kg)","11/2018",4.64
"UVA INDÚSTRIA NIÁGARA (kg)","12/2018",5.59
"UVA INDÚSTRIA NIÁGARA (kg)","01/2019",5.04
"UVA INDÚSTRIA NIÁGARA (kg)","04/2019",3.87
"UVA INDÚSTRIA NIÁGARA (kg)","05/2019",3.6
"UVA INDÚSTRIA NIÁGARA (kg)","06/2019",3.76
"UVA INDÚSTRIA NIÁGARA (kg)","07/2019",4.34
"UVA INDÚSTRIA NIÁGARA (kg)","08/2019",3.78
"UVA INDÚSTRIA NIÁGARA (kg)","09/2019",4.19
"UVA INDÚSTRIA NIÁGARA (kg)","10/2019",4.47
"UVA INDÚSTRIA NIÁGARA (kg)","11/2019",4.53
"UVA INDÚSTRIA NIÁGARA (kg)","12/2019",5.84
"UVA INDÚSTRIA NIÁGARA (kg)","01/2020",4.15
"UVA INDÚSTRIA NIÁGARA (kg)","02/2020",3.24
"UVA INDÚSTRIA NIÁGARA (kg)","03/2020",3.57
"UVA INDÚSTRIA NIÁGARA (kg)","05/2020",3.08
"UVA INDÚSTRIA NIÁGARA (kg)","06/2020",4.72
"UVA INDÚSTRIA NIÁGARA (kg)","07/2020",5.42
"UVA INDÚSTRIA NIÁGARA (kg)","08/2020",5.2
"UVA INDÚSTRIA NIÁGARA (kg)","09/2020",5.36
"UVA INDÚSTRIA NIÁGARA (kg)","10/2020",5.48
"UVA INDÚSTRIA NIÁGARA (kg)","11/2020",4.7
"UVA INDÚSTRIA NIÁGARA (kg)","12/2020",4.87
"UVA INDÚSTRIA NIÁGARA (kg)","01/2021",3.75
"UVA INDÚSTRIA NIÁGARA (kg)","02/2021",4
"UVA INDÚSTRIA NIÁGARA (kg)","03/2021",4.4
"UVA INDÚSTRIA NIÁGARA (kg)","04/2021",3.94
"UVA INDÚSTRIA NIÁGARA (kg)","05/2021",3.35
"UVA INDÚSTRIA NIÁGARA (kg)","06/2021",4.26
"UVA INDÚSTRIA NIÁGARA (kg)","07/2021",5.12
"UVA INDÚSTRIA NIÁGARA (kg)","08/2021",4.73
"UVA INDÚSTRIA NIÁGARA (kg)","09/2021",5.41
"UVA INDÚSTRIA NIÁGARA (kg)","10/2021",5.75
"UVA INDÚSTRIA NIÁGARA (kg)","11/2021",5.22
"UVA INDÚSTRIA NIÁGARA (kg)","12/2021",5.42
"UVA INDÚSTRIA NIÁGARA (kg)","01/2022",4.43
"UVA INDÚSTRIA NIÁGARA (kg)","05/2022",4.92
"UVA INDÚSTRIA NIÁGARA (kg)","06/2022",4.7
"VACA GORDA (15 kg)","01/2018",136.55
"VACA GORDA (15 kg)","02/2018",137.37
"VACA GORDA (15 kg)","03/2018",136.11
"VACA GORDA (15 kg)","04/2018",133.18
"VACA GORDA (15 kg)","05/2018",129.37
"VACA GORDA (15 kg)","06/2018",128.68
"VACA GORDA (15 kg)","07/2018",130.54
"VACA GORDA (15 kg)","08/2018",133.21
"VACA GORDA (15 kg)","09/2018",138.13
"VACA GORDA (15 kg)","10/2018",141.1
"VACA GORDA (15 kg)","11/2018",137.77
"VACA GORDA (15 kg)","12/2018",138.68
"VACA GORDA (15 kg)","01/2019",139.34
"VACA GORDA (15 kg)","02/2019",139.34
"VACA GORDA (15 kg)","03/2019",138.7
"VACA GORDA (15 kg)","04/2019",142.18
"VACA GORDA (15 kg)","05/2019",141.96
"VACA GORDA (15 kg)","06/2019",138.69
"VACA GORDA (15 kg)","07/2019",140.98
"VACA GORDA (15 kg)","08/2019",141.47
"VACA GORDA (15 kg)","09/2019",143.27
"VACA GORDA (15 kg)","10/2019",145.58
"VACA GORDA (15 kg)","11/2019",163.2
"VACA GORDA (15 kg)","12/2019",183.35
"VACA GORDA (15 kg)","01/2020",172.28
"VACA GORDA (15 kg)","02/2020",174.42
"VACA GORDA (15 kg)","03/2020",178
"VACA GORDA (15 kg)","04/2020",175.25
"VACA GORDA (15 kg)","05/2020",178.73
"VACA GORDA (15 kg)","06/2020",182.99
"VACA GORDA (15 kg)","07/2020",202.18
"VACA GORDA (15 kg)","08/2020",214.12
"VACA GORDA (15 kg)","09/2020",227.64
"VACA GORDA (15 kg)","10/2020",244.56
"VACA GORDA (15 kg)","11/2020",260.97
"VACA GORDA (15 kg)","12/2020",244.65
"VACA GORDA (15 kg)","01/2021",262.74
"VACA GORDA (15 kg)","02/2021",280.13
"VACA GORDA (15 kg)","03/2021",278.57
"VACA GORDA (15 kg)","04/2021",289.32
"VACA GORDA (15 kg)","05/2021",284.91
"VACA GORDA (15 kg)","06/2021",296.19
"VACA GORDA (15 kg)","07/2021",292.41
"VACA GORDA (15 kg)","08/2021",297.38
"VACA GORDA (15 kg)","09/2021",295.68
"VACA GORDA (15 kg)","10/2021",269.21
"VACA GORDA (15 kg)","11/2021",274.13
"VACA GORDA (15 kg)","12/2021",293.34
"VACA GORDA (15 kg)","01/2022",310.97
"VACA GORDA (15 kg)","02/2022",297.64
"VACA GORDA (15 kg)","03/2022",295.5
"VACA GORDA (15 kg)","04/2022",275.65
"VACA GORDA (15 kg)","05/2022",271.13
"VACA GORDA (15 kg)","06/2022",270.82
