UF;MUNICIPIO;TIPO VEICULO;QUANTIDADE
BA;SAO DESIDERIO;OUTROS;47
BA;SAO DESIDERIO;TRATOR ESTEI;0
BA;SAO DESIDERIO;TRATOR RODAS;1
BA;SAO DESIDERIO;TRICICLO;4
BA;SAO DESIDERIO;UTILITARIO;56
BA;SAO DOMINGOS;AUTOMOVEL;1027
BA;SAO DOMINGOS;BONDE;0
BA;SAO DOMINGOS;CAMINHAO;69
BA;SAO DOMINGOS;CAMINHAO TRATOR;18
BA;SAO DOMINGOS;CAMINHONETE;254
BA;SAO DOMINGOS;CAMIONETA;46
BA;SAO DOMINGOS;CHASSI PLATAF;0
BA;SAO DOMINGOS;CICLOMOTOR;0
BA;SAO DOMINGOS;MICRO-ONIBUS;5
BA;SAO DOMINGOS;MOTOCICLETA;800
BA;SAO DOMINGOS;MOTONETA;102
BA;SAO DOMINGOS;ONIBUS;11
BA;SAO DOMINGOS;QUADRICICLO;0
BA;SAO DOMINGOS;REBOQUE;26
BA;SAO DOMINGOS;SEMI-REBOQUE;20
BA;SAO DOMINGOS;SIDE-CAR;0
BA;SAO DOMINGOS;OUTROS;9
BA;SAO DOMINGOS;TRATOR ESTEI;0
BA;SAO DOMINGOS;TRATOR RODAS;0
BA;SAO DOMINGOS;TRICICLO;1
BA;SAO DOMINGOS;UTILITARIO;7
BA;SAO FELIPE;AUTOMOVEL;1988
BA;SAO FELIPE;BONDE;0
BA;SAO FELIPE;CAMINHAO;339
BA;SAO FELIPE;CAMINHAO TRATOR;3
BA;SAO FELIPE;CAMINHONETE;614
BA;SAO FELIPE;CAMIONETA;82
BA;SAO FELIPE;CHASSI PLATAF;0
BA;SAO FELIPE;CICLOMOTOR;3
BA;SAO FELIPE;MICRO-ONIBUS;56
BA;SAO FELIPE;MOTOCICLETA;3178
BA;SAO FELIPE;MOTONETA;369
BA;SAO FELIPE;ONIBUS;78
BA;SAO FELIPE;QUADRICICLO;0
BA;SAO FELIPE;REBOQUE;55
BA;SAO FELIPE;SEMI-REBOQUE;2
BA;SAO FELIPE;SIDE-CAR;0
BA;SAO FELIPE;OUTROS;10
BA;SAO FELIPE;TRATOR ESTEI;0
BA;SAO FELIPE;TRATOR RODAS;0
BA;SAO FELIPE;TRICICLO;0
BA;SAO FELIPE;UTILITARIO;31
BA;SAO FELIX;AUTOMOVEL;1726
BA;SAO FELIX;BONDE;0
BA;SAO FELIX;CAMINHAO;66
BA;SAO FELIX;CAMINHAO TRATOR;0
BA;SAO FELIX;CAMINHONETE;154
BA;SAO FELIX;CAMIONETA;90
BA;SAO FELIX;CHASSI PLATAF;0
BA;SAO FELIX;CICLOMOTOR;3
BA;SAO FELIX;MICRO-ONIBUS;23
BA;SAO FELIX;MOTOCICLETA;764
BA;SAO FELIX;MOTONETA;79
BA;SAO FELIX;ONIBUS;22
BA;SAO FELIX;QUADRICICLO;0
BA;SAO FELIX;REBOQUE;21
BA;SAO FELIX;SEMI-REBOQUE;0
BA;SAO FELIX;SIDE-CAR;0
BA;SAO FELIX;OUTROS;3
BA;SAO FELIX;TRATOR ESTEI;0
BA;SAO FELIX;TRATOR RODAS;0
BA;SAO FELIX;TRICICLO;1
BA;SAO FELIX;UTILITARIO;34
BA;SAO FELIX DO CORIBE;AUTOMOVEL;1717
BA;SAO FELIX DO CORIBE;BONDE;0
BA;SAO FELIX DO CORIBE;CAMINHAO;189
BA;SAO FELIX DO CORIBE;CAMINHAO TRATOR;20
BA;SAO FELIX DO CORIBE;CAMINHONETE;695
BA;SAO FELIX DO CORIBE;CAMIONETA;95
BA;SAO FELIX DO CORIBE;CHASSI PLATAF;0
BA;SAO FELIX DO CORIBE;CICLOMOTOR;9
BA;SAO FELIX DO CORIBE;MICRO-ONIBUS;29
BA;SAO FELIX DO CORIBE;MOTOCICLETA;3127
BA;SAO FELIX DO CORIBE;MOTONETA;442
BA;SAO FELIX DO CORIBE;ONIBUS;39
BA;SAO FELIX DO CORIBE;QUADRICICLO;0
BA;SAO FELIX DO CORIBE;REBOQUE;73
BA;SAO FELIX DO CORIBE;SEMI-REBOQUE;19
BA;SAO FELIX DO CORIBE;SIDE-CAR;1
BA;SAO FELIX DO CORIBE;OUTROS;15
BA;SAO FELIX DO CORIBE;TRATOR ESTEI;0
BA;SAO FELIX DO CORIBE;TRATOR RODAS;0
BA;SAO FELIX DO CORIBE;TRICICLO;4
BA;SAO FELIX DO CORIBE;UTILITARIO;28
BA;SAO FRANCISCO DO CONDE;AUTOMOVEL;3295
BA;SAO FRANCISCO DO CONDE;BONDE;0
BA;SAO FRANCISCO DO CONDE;CAMINHAO;172
BA;SAO FRANCISCO DO CONDE;CAMINHAO TRATOR;141
BA;SAO FRANCISCO DO CONDE;CAMINHONETE;415
BA;SAO FRANCISCO DO CONDE;CAMIONETA;188
BA;SAO FRANCISCO DO CONDE;CHASSI PLATAF;0
BA;SAO FRANCISCO DO CONDE;CICLOMOTOR;15
BA;SAO FRANCISCO DO CONDE;MICRO-ONIBUS;100
BA;SAO FRANCISCO DO CONDE;MOTOCICLETA;2770
BA;SAO FRANCISCO DO CONDE;MOTONETA;520
BA;SAO FRANCISCO DO CONDE;ONIBUS;101
BA;SAO FRANCISCO DO CONDE;QUADRICICLO;0
BA;SAO FRANCISCO DO CONDE;REBOQUE;102
BA;SAO FRANCISCO DO CONDE;SEMI-REBOQUE;747
BA;SAO FRANCISCO DO CONDE;SIDE-CAR;1
BA;SAO FRANCISCO DO CONDE;OUTROS;20
BA;SAO FRANCISCO DO CONDE;TRATOR ESTEI;0
BA;SAO FRANCISCO DO CONDE;TRATOR RODAS;1
BA;SAO FRANCISCO DO CONDE;TRICICLO;24
BA;SAO FRANCISCO DO CONDE;UTILITARIO;37
BA;SAO GABRIEL;AUTOMOVEL;1799
BA;SAO GABRIEL;BONDE;0
BA;SAO GABRIEL;CAMINHAO;66
BA;SAO GABRIEL;CAMINHAO TRATOR;2
BA;SAO GABRIEL;CAMINHONETE;355
BA;SAO GABRIEL;CAMIONETA;41
BA;SAO GABRIEL;CHASSI PLATAF;0
BA;SAO GABRIEL;CICLOMOTOR;1
BA;SAO GABRIEL;MICRO-ONIBUS;8
BA;SAO GABRIEL;MOTOCICLETA;1793
BA;SAO GABRIEL;MOTONETA;169
BA;SAO GABRIEL;ONIBUS;42
BA;SAO GABRIEL;QUADRICICLO;0
BA;SAO GABRIEL;REBOQUE;15
BA;SAO GABRIEL;SEMI-REBOQUE;0
BA;SAO GABRIEL;SIDE-CAR;0
BA;SAO GABRIEL;OUTROS;5
BA;SAO GABRIEL;TRATOR ESTEI;0
BA;SAO GABRIEL;TRATOR RODAS;0
BA;SAO GABRIEL;TRICICLO;0
BA;SAO GABRIEL;UTILITARIO;12
BA;SAO GONCALO DOS CAMPOS;AUTOMOVEL;3678
BA;SAO GONCALO DOS CAMPOS;BONDE;0
BA;SAO GONCALO DOS CAMPOS;CAMINHAO;416
BA;SAO GONCALO DOS CAMPOS;CAMINHAO TRATOR;69
BA;SAO GONCALO DOS CAMPOS;CAMINHONETE;492
BA;SAO GONCALO DOS CAMPOS;CAMIONETA;239
BA;SAO GONCALO DOS CAMPOS;CHASSI PLATAF;0
BA;SAO GONCALO DOS CAMPOS;CICLOMOTOR;86
BA;SAO GONCALO DOS CAMPOS;MICRO-ONIBUS;278
BA;SAO GONCALO DOS CAMPOS;MOTOCICLETA;2930
BA;SAO GONCALO DOS CAMPOS;MOTONETA;598
BA;SAO GONCALO DOS CAMPOS;ONIBUS;81
BA;SAO GONCALO DOS CAMPOS;QUADRICICLO;0
BA;SAO GONCALO DOS CAMPOS;REBOQUE;130
BA;SAO GONCALO DOS CAMPOS;SEMI-REBOQUE;149
BA;SAO GONCALO DOS CAMPOS;SIDE-CAR;0
BA;SAO GONCALO DOS CAMPOS;OUTROS;19
BA;SAO GONCALO DOS CAMPOS;TRATOR ESTEI;0
BA;SAO GONCALO DOS CAMPOS;TRATOR RODAS;1
BA;SAO GONCALO DOS CAMPOS;TRICICLO;4
BA;SAO GONCALO DOS CAMPOS;UTILITARIO;81
BA;SAO JOSE DA VITORIA;AUTOMOVEL;460
BA;SAO JOSE DA VITORIA;BONDE;0
BA;SAO JOSE DA VITORIA;CAMINHAO;17
BA;SAO JOSE DA VITORIA;CAMINHAO TRATOR;3
BA;SAO JOSE DA VITORIA;CAMINHONETE;96
BA;SAO JOSE DA VITORIA;CAMIONETA;12
BA;SAO JOSE DA VITORIA;CHASSI PLATAF;0
BA;SAO JOSE DA VITORIA;CICLOMOTOR;1
BA;SAO JOSE DA VITORIA;MICRO-ONIBUS;0
BA;SAO JOSE DA VITORIA;MOTOCICLETA;423
BA;SAO JOSE DA VITORIA;MOTONETA;16
BA;SAO JOSE DA VITORIA;ONIBUS;8
BA;SAO JOSE DA VITORIA;QUADRICICLO;0
BA;SAO JOSE DA VITORIA;REBOQUE;14
BA;SAO JOSE DA VITORIA;SEMI-REBOQUE;0
BA;SAO JOSE DA VITORIA;SIDE-CAR;0
BA;SAO JOSE DA VITORIA;OUTROS;1
BA;SAO JOSE DA VITORIA;TRATOR ESTEI;0
BA;SAO JOSE DA VITORIA;TRATOR RODAS;0
BA;SAO JOSE DA VITORIA;TRICICLO;0
BA;SAO JOSE DA VITORIA;UTILITARIO;3
BA;SAO JOSE DO JACUIPE;AUTOMOVEL;904
BA;SAO JOSE DO JACUIPE;BONDE;0
BA;SAO JOSE DO JACUIPE;CAMINHAO;122
BA;SAO JOSE DO JACUIPE;CAMINHAO TRATOR;16
BA;SAO JOSE DO JACUIPE;CAMINHONETE;252
BA;SAO JOSE DO JACUIPE;CAMIONETA;62
BA;SAO JOSE DO JACUIPE;CHASSI PLATAF;0
BA;SAO JOSE DO JACUIPE;CICLOMOTOR;0
BA;SAO JOSE DO JACUIPE;MICRO-ONIBUS;26
BA;SAO JOSE DO JACUIPE;MOTOCICLETA;1169
BA;SAO JOSE DO JACUIPE;MOTONETA;67
BA;SAO JOSE DO JACUIPE;ONIBUS;11
BA;SAO JOSE DO JACUIPE;QUADRICICLO;0
BA;SAO JOSE DO JACUIPE;REBOQUE;27
BA;SAO JOSE DO JACUIPE;SEMI-REBOQUE;19
BA;SAO JOSE DO JACUIPE;SIDE-CAR;0
BA;SAO JOSE DO JACUIPE;OUTROS;5
BA;SAO JOSE DO JACUIPE;TRATOR ESTEI;0
BA;SAO JOSE DO JACUIPE;TRATOR RODAS;0
BA;SAO JOSE DO JACUIPE;TRICICLO;0
BA;SAO JOSE DO JACUIPE;UTILITARIO;10
BA;SAO MIGUEL DAS MATAS;AUTOMOVEL;810
BA;SAO MIGUEL DAS MATAS;BONDE;0
BA;SAO MIGUEL DAS MATAS;CAMINHAO;87
BA;SAO MIGUEL DAS MATAS;CAMINHAO TRATOR;3
BA;SAO MIGUEL DAS MATAS;CAMINHONETE;217
BA;SAO MIGUEL DAS MATAS;CAMIONETA;38
BA;SAO MIGUEL DAS MATAS;CHASSI PLATAF;0
BA;SAO MIGUEL DAS MATAS;CICLOMOTOR;1
BA;SAO MIGUEL DAS MATAS;MICRO-ONIBUS;12
BA;SAO MIGUEL DAS MATAS;MOTOCICLETA;1120
BA;SAO MIGUEL DAS MATAS;MOTONETA;166
BA;SAO MIGUEL DAS MATAS;ONIBUS;26
BA;SAO MIGUEL DAS MATAS;QUADRICICLO;0
BA;SAO MIGUEL DAS MATAS;REBOQUE;15
BA;SAO MIGUEL DAS MATAS;SEMI-REBOQUE;0
BA;SAO MIGUEL DAS MATAS;SIDE-CAR;0
BA;SAO MIGUEL DAS MATAS;OUTROS;3
BA;SAO MIGUEL DAS MATAS;TRATOR ESTEI;0
BA;SAO MIGUEL DAS MATAS;TRATOR RODAS;0
BA;SAO MIGUEL DAS MATAS;TRICICLO;0
BA;SAO MIGUEL DAS MATAS;UTILITARIO;7
BA;SAO SEBASTIAO DO PASSE;AUTOMOVEL;4368
BA;SAO SEBASTIAO DO PASSE;BONDE;0
BA;SAO SEBASTIAO DO PASSE;CAMINHAO;330
BA;SAO SEBASTIAO DO PASSE;CAMINHAO TRATOR;138
BA;SAO SEBASTIAO DO PASSE;CAMINHONETE;778
BA;SAO SEBASTIAO DO PASSE;CAMIONETA;320
BA;SAO SEBASTIAO DO PASSE;CHASSI PLATAF;0
BA;SAO SEBASTIAO DO PASSE;CICLOMOTOR;53
BA;SAO SEBASTIAO DO PASSE;MICRO-ONIBUS;205
BA;SAO SEBASTIAO DO PASSE;MOTOCICLETA;2841
BA;SAO SEBASTIAO DO PASSE;MOTONETA;702
BA;SAO SEBASTIAO DO PASSE;ONIBUS;185
BA;SAO SEBASTIAO DO PASSE;QUADRICICLO;0
BA;SAO SEBASTIAO DO PASSE;REBOQUE;167
BA;SAO SEBASTIAO DO PASSE;SEMI-REBOQUE;197
BA;SAO SEBASTIAO DO PASSE;SIDE-CAR;1
BA;SAO SEBASTIAO DO PASSE;OUTROS;25
BA;SAO SEBASTIAO DO PASSE;TRATOR ESTEI;0
BA;SAO SEBASTIAO DO PASSE;TRATOR RODAS;1
BA;SAO SEBASTIAO DO PASSE;TRICICLO;5
BA;SAO SEBASTIAO DO PASSE;UTILITARIO;40
BA;SAPEACU;AUTOMOVEL;2123
BA;SAPEACU;BONDE;0
BA;SAPEACU;CAMINHAO;137
BA;SAPEACU;CAMINHAO TRATOR;12
BA;SAPEACU;CAMINHONETE;345
BA;SAPEACU;CAMIONETA;102
BA;SAPEACU;CHASSI PLATAF;0
BA;SAPEACU;CICLOMOTOR;4
BA;SAPEACU;MICRO-ONIBUS;83
BA;SAPEACU;MOTOCICLETA;2474
BA;SAPEACU;MOTONETA;193
BA;SAPEACU;ONIBUS;52
BA;SAPEACU;QUADRICICLO;0
BA;SAPEACU;REBOQUE;50
BA;SAPEACU;SEMI-REBOQUE;17
BA;SAPEACU;SIDE-CAR;0
BA;SAPEACU;OUTROS;9
BA;SAPEACU;TRATOR ESTEI;0
BA;SAPEACU;TRATOR RODAS;0
BA;SAPEACU;TRICICLO;1
BA;SAPEACU;UTILITARIO;14
BA;SATIRO DIAS;AUTOMOVEL;872
BA;SATIRO DIAS;BONDE;0
BA;SATIRO DIAS;CAMINHAO;35
BA;SATIRO DIAS;CAMINHAO TRATOR;3
BA;SATIRO DIAS;CAMINHONETE;174
BA;SATIRO DIAS;CAMIONETA;24
BA;SATIRO DIAS;CHASSI PLATAF;0
BA;SATIRO DIAS;CICLOMOTOR;0
BA;SATIRO DIAS;MICRO-ONIBUS;21
BA;SATIRO DIAS;MOTOCICLETA;1114
BA;SATIRO DIAS;MOTONETA;162
BA;SATIRO DIAS;ONIBUS;24
BA;SATIRO DIAS;QUADRICICLO;0
BA;SATIRO DIAS;REBOQUE;21
BA;SATIRO DIAS;SEMI-REBOQUE;6
BA;SATIRO DIAS;SIDE-CAR;0
BA;SATIRO DIAS;OUTROS;2
BA;SATIRO DIAS;TRATOR ESTEI;0
BA;SATIRO DIAS;TRATOR RODAS;0
BA;SATIRO DIAS;TRICICLO;1
BA;SATIRO DIAS;UTILITARIO;11
BA;SAUBARA;AUTOMOVEL;591
BA;SAUBARA;BONDE;0
BA;SAUBARA;CAMINHAO;36
BA;SAUBARA;CAMINHAO TRATOR;1
BA;SAUBARA;CAMINHONETE;127
BA;SAUBARA;CAMIONETA;51
BA;SAUBARA;CHASSI PLATAF;0
BA;SAUBARA;CICLOMOTOR;7
BA;SAUBARA;MICRO-ONIBUS;50
BA;SAUBARA;MOTOCICLETA;602
BA;SAUBARA;MOTONETA;101
BA;SAUBARA;ONIBUS;4
BA;SAUBARA;QUADRICICLO;0
BA;SAUBARA;REBOQUE;37
BA;SAUBARA;SEMI-REBOQUE;1
BA;SAUBARA;SIDE-CAR;4
BA;SAUBARA;OUTROS;5
BA;SAUBARA;TRATOR ESTEI;0
BA;SAUBARA;TRATOR RODAS;0
BA;SAUBARA;TRICICLO;6
BA;SAUBARA;UTILITARIO;7
BA;SAUDE;AUTOMOVEL;1042
BA;SAUDE;BONDE;0
BA;SAUDE;CAMINHAO;55
BA;SAUDE;CAMINHAO TRATOR;14
BA;SAUDE;CAMINHONETE;239
BA;SAUDE;CAMIONETA;32
BA;SAUDE;CHASSI PLATAF;0
BA;SAUDE;CICLOMOTOR;1
BA;SAUDE;MICRO-ONIBUS;40
BA;SAUDE;MOTOCICLETA;1186
BA;SAUDE;MOTONETA;65
BA;SAUDE;ONIBUS;28
BA;SAUDE;QUADRICICLO;0
BA;SAUDE;REBOQUE;22
BA;SAUDE;SEMI-REBOQUE;31
BA;SAUDE;SIDE-CAR;0
BA;SAUDE;OUTROS;2
BA;SAUDE;TRATOR ESTEI;0
BA;SAUDE;TRATOR RODAS;0
BA;SAUDE;TRICICLO;3
BA;SAUDE;UTILITARIO;12
BA;SEABRA;AUTOMOVEL;7529
BA;SEABRA;BONDE;0
BA;SEABRA;CAMINHAO;687
BA;SEABRA;CAMINHAO TRATOR;184
BA;SEABRA;CAMINHONETE;2405
BA;SEABRA;CAMIONETA;324
BA;SEABRA;CHASSI PLATAF;0
BA;SEABRA;CICLOMOTOR;62
BA;SEABRA;MICRO-ONIBUS;178
BA;SEABRA;MOTOCICLETA;8742
BA;SEABRA;MOTONETA;1425
BA;SEABRA;ONIBUS;216
BA;SEABRA;QUADRICICLO;0
BA;SEABRA;REBOQUE;224
BA;SEABRA;SEMI-REBOQUE;290
BA;SEABRA;SIDE-CAR;0
BA;SEABRA;OUTROS;51
BA;SEABRA;TRATOR ESTEI;0
BA;SEABRA;TRATOR RODAS;0
BA;SEABRA;TRICICLO;16
BA;SEABRA;UTILITARIO;136
BA;SEBASTIAO LARANJEIRAS;AUTOMOVEL;615
BA;SEBASTIAO LARANJEIRAS;BONDE;0
BA;SEBASTIAO LARANJEIRAS;CAMINHAO;39
BA;SEBASTIAO LARANJEIRAS;CAMINHAO TRATOR;1
BA;SEBASTIAO LARANJEIRAS;CAMINHONETE;247
BA;SEBASTIAO LARANJEIRAS;CAMIONETA;19
BA;SEBASTIAO LARANJEIRAS;CHASSI PLATAF;0
BA;SEBASTIAO LARANJEIRAS;CICLOMOTOR;1
BA;SEBASTIAO LARANJEIRAS;MICRO-ONIBUS;6
BA;SEBASTIAO LARANJEIRAS;MOTOCICLETA;719
BA;SEBASTIAO LARANJEIRAS;MOTONETA;71
BA;SEBASTIAO LARANJEIRAS;ONIBUS;30
BA;SEBASTIAO LARANJEIRAS;QUADRICICLO;0
BA;SEBASTIAO LARANJEIRAS;REBOQUE;3
BA;SEBASTIAO LARANJEIRAS;SEMI-REBOQUE;0
BA;SEBASTIAO LARANJEIRAS;SIDE-CAR;0
BA;SEBASTIAO LARANJEIRAS;OUTROS;7
BA;SEBASTIAO LARANJEIRAS;TRATOR ESTEI;0
BA;SEBASTIAO LARANJEIRAS;TRATOR RODAS;0
BA;SEBASTIAO LARANJEIRAS;TRICICLO;0
BA;SEBASTIAO LARANJEIRAS;UTILITARIO;3
BA;SENHOR DO BONFIM;AUTOMOVEL;11296
BA;SENHOR DO BONFIM;BONDE;0
BA;SENHOR DO BONFIM;CAMINHAO;738
BA;SENHOR DO BONFIM;CAMINHAO TRATOR;160
BA;SENHOR DO BONFIM;CAMINHONETE;2578
BA;SENHOR DO BONFIM;CAMIONETA;713
BA;SENHOR DO BONFIM;CHASSI PLATAF;0
BA;SENHOR DO BONFIM;CICLOMOTOR;303
BA;SENHOR DO BONFIM;MICRO-ONIBUS;198
BA;SENHOR DO BONFIM;MOTOCICLETA;10471
BA;SENHOR DO BONFIM;MOTONETA;1064
BA;SENHOR DO BONFIM;ONIBUS;258
BA;SENHOR DO BONFIM;QUADRICICLO;0
BA;SENHOR DO BONFIM;REBOQUE;435
BA;SENHOR DO BONFIM;SEMI-REBOQUE;231
BA;SENHOR DO BONFIM;SIDE-CAR;48
BA;SENHOR DO BONFIM;OUTROS;65
BA;SENHOR DO BONFIM;TRATOR ESTEI;0
BA;SENHOR DO BONFIM;TRATOR RODAS;0
BA;SENHOR DO BONFIM;TRICICLO;12
BA;SENHOR DO BONFIM;UTILITARIO;195
BA;SENTO SE;AUTOMOVEL;754
BA;SENTO SE;BONDE;0
BA;SENTO SE;CAMINHAO;72
BA;SENTO SE;CAMINHAO TRATOR;7
BA;SENTO SE;CAMINHONETE;418
BA;SENTO SE;CAMIONETA;70
BA;SENTO SE;CHASSI PLATAF;0
BA;SENTO SE;CICLOMOTOR;0
BA;SENTO SE;MICRO-ONIBUS;10
BA;SENTO SE;MOTOCICLETA;2258
BA;SENTO SE;MOTONETA;153
BA;SENTO SE;ONIBUS;37
BA;SENTO SE;QUADRICICLO;0
BA;SENTO SE;REBOQUE;11
BA;SENTO SE;SEMI-REBOQUE;16
BA;SENTO SE;SIDE-CAR;0
BA;SENTO SE;OUTROS;7
BA;SENTO SE;TRATOR ESTEI;0
BA;SENTO SE;TRATOR RODAS;0
BA;SENTO SE;TRICICLO;0
BA;SENTO SE;UTILITARIO;13
BA;SERRA DO RAMALHO;AUTOMOVEL;1981
BA;SERRA DO RAMALHO;BONDE;1
BA;SERRA DO RAMALHO;CAMINHAO;155
BA;SERRA DO RAMALHO;CAMINHAO TRATOR;7
BA;SERRA DO RAMALHO;CAMINHONETE;661
BA;SERRA DO RAMALHO;CAMIONETA;71
BA;SERRA DO RAMALHO;CHASSI PLATAF;0
BA;SERRA DO RAMALHO;CICLOMOTOR;8
BA;SERRA DO RAMALHO;MICRO-ONIBUS;53
BA;SERRA DO RAMALHO;MOTOCICLETA;3879
BA;SERRA DO RAMALHO;MOTONETA;249
BA;SERRA DO RAMALHO;ONIBUS;74
BA;SERRA DO RAMALHO;QUADRICICLO;0
BA;SERRA DO RAMALHO;REBOQUE;29
BA;SERRA DO RAMALHO;SEMI-REBOQUE;20
BA;SERRA DO RAMALHO;SIDE-CAR;0
BA;SERRA DO RAMALHO;OUTROS;10
BA;SERRA DO RAMALHO;TRATOR ESTEI;0
BA;SERRA DO RAMALHO;TRATOR RODAS;0
BA;SERRA DO RAMALHO;TRICICLO;3
BA;SERRA DO RAMALHO;UTILITARIO;21
BA;SERRA DOURADA;AUTOMOVEL;916
BA;SERRA DOURADA;BONDE;0
BA;SERRA DOURADA;CAMINHAO;102
BA;SERRA DOURADA;CAMINHAO TRATOR;9
BA;SERRA DOURADA;CAMINHONETE;444
BA;SERRA DOURADA;CAMIONETA;41
BA;SERRA DOURADA;CHASSI PLATAF;0
BA;SERRA DOURADA;CICLOMOTOR;0
BA;SERRA DOURADA;MICRO-ONIBUS;21
BA;SERRA DOURADA;MOTOCICLETA;2288
BA;SERRA DOURADA;MOTONETA;68
BA;SERRA DOURADA;ONIBUS;53
BA;SERRA DOURADA;QUADRICICLO;0
BA;SERRA DOURADA;REBOQUE;29
BA;SERRA DOURADA;SEMI-REBOQUE;13
BA;SERRA DOURADA;SIDE-CAR;0
BA;SERRA DOURADA;OUTROS;13
BA;SERRA DOURADA;TRATOR ESTEI;0
BA;SERRA DOURADA;TRATOR RODAS;0
BA;SERRA DOURADA;TRICICLO;0
BA;SERRA DOURADA;UTILITARIO;7
BA;SERRA PRETA;AUTOMOVEL;994
BA;SERRA PRETA;BONDE;0
BA;SERRA PRETA;CAMINHAO;61
BA;SERRA PRETA;CAMINHAO TRATOR;4
BA;SERRA PRETA;CAMINHONETE;165
BA;SERRA PRETA;CAMIONETA;68
BA;SERRA PRETA;CHASSI PLATAF;1
BA;SERRA PRETA;CICLOMOTOR;1
BA;SERRA PRETA;MICRO-ONIBUS;28
BA;SERRA PRETA;MOTOCICLETA;1598
BA;SERRA PRETA;MOTONETA;72
BA;SERRA PRETA;ONIBUS;69
BA;SERRA PRETA;QUADRICICLO;0
BA;SERRA PRETA;REBOQUE;44
BA;SERRA PRETA;SEMI-REBOQUE;1
BA;SERRA PRETA;SIDE-CAR;0
BA;SERRA PRETA;OUTROS;17
BA;SERRA PRETA;TRATOR ESTEI;0
BA;SERRA PRETA;TRATOR RODAS;0
BA;SERRA PRETA;TRICICLO;1
BA;SERRA PRETA;UTILITARIO;9
BA;SERRINHA;AUTOMOVEL;13346
BA;SERRINHA;BONDE;0
BA;SERRINHA;CAMINHAO;895
BA;SERRINHA;CAMINHAO TRATOR;69
BA;SERRINHA;CAMINHONETE;2310
BA;SERRINHA;CAMIONETA;643
BA;SERRINHA;CHASSI PLATAF;1
BA;SERRINHA;CICLOMOTOR;213
BA;SERRINHA;MICRO-ONIBUS;189
BA;SERRINHA;MOTOCICLETA;14401
BA;SERRINHA;MOTONETA;2436
BA;SERRINHA;ONIBUS;290
BA;SERRINHA;QUADRICICLO;0
BA;SERRINHA;REBOQUE;430
BA;SERRINHA;SEMI-REBOQUE;58
BA;SERRINHA;SIDE-CAR;0
BA;SERRINHA;OUTROS;72
BA;SERRINHA;TRATOR ESTEI;0
BA;SERRINHA;TRATOR RODAS;2
BA;SERRINHA;TRICICLO;10
BA;SERRINHA;UTILITARIO;208
BA;SERROLANDIA;AUTOMOVEL;1319
BA;SERROLANDIA;BONDE;0
BA;SERROLANDIA;CAMINHAO;84
BA;SERROLANDIA;CAMINHAO TRATOR;5
BA;SERROLANDIA;CAMINHONETE;313
BA;SERROLANDIA;CAMIONETA;59
BA;SERROLANDIA;CHASSI PLATAF;0
BA;SERROLANDIA;CICLOMOTOR;0
BA;SERROLANDIA;MICRO-ONIBUS;61
BA;SERROLANDIA;MOTOCICLETA;1541
BA;SERROLANDIA;MOTONETA;252
BA;SERROLANDIA;ONIBUS;28
BA;SERROLANDIA;QUADRICICLO;0
BA;SERROLANDIA;REBOQUE;52
BA;SERROLANDIA;SEMI-REBOQUE;5
BA;SERROLANDIA;SIDE-CAR;0
BA;SERROLANDIA;OUTROS;9
BA;SERROLANDIA;TRATOR ESTEI;0
BA;SERROLANDIA;TRATOR RODAS;0
BA;SERROLANDIA;TRICICLO;3
BA;SERROLANDIA;UTILITARIO;12
BA;SIMOES FILHO;AUTOMOVEL;20276
BA;SIMOES FILHO;BONDE;0
BA;SIMOES FILHO;CAMINHAO;2773
BA;SIMOES FILHO;CAMINHAO TRATOR;1274
BA;SIMOES FILHO;CAMINHONETE;3128
BA;SIMOES FILHO;CAMIONETA;1625
BA;SIMOES FILHO;CHASSI PLATAF;6
BA;SIMOES FILHO;CICLOMOTOR;289
BA;SIMOES FILHO;MICRO-ONIBUS;631
BA;SIMOES FILHO;MOTOCICLETA;8589
BA;SIMOES FILHO;MOTONETA;1413
BA;SIMOES FILHO;ONIBUS;853
BA;SIMOES FILHO;QUADRICICLO;0
BA;SIMOES FILHO;REBOQUE;490
BA;SIMOES FILHO;SEMI-REBOQUE;2637
BA;SIMOES FILHO;SIDE-CAR;16
BA;SIMOES FILHO;OUTROS;120
BA;SIMOES FILHO;TRATOR ESTEI;0
BA;SIMOES FILHO;TRATOR RODAS;36
BA;SIMOES FILHO;TRICICLO;29
BA;SIMOES FILHO;UTILITARIO;324
BA;SITIO DO MATO;AUTOMOVEL;408
BA;SITIO DO MATO;BONDE;0
BA;SITIO DO MATO;CAMINHAO;54
BA;SITIO DO MATO;CAMINHAO TRATOR;8
BA;SITIO DO MATO;CAMINHONETE;207
BA;SITIO DO MATO;CAMIONETA;15
BA;SITIO DO MATO;CHASSI PLATAF;0
BA;SITIO DO MATO;CICLOMOTOR;0
BA;SITIO DO MATO;MICRO-ONIBUS;20
BA;SITIO DO MATO;MOTOCICLETA;959
BA;SITIO DO MATO;MOTONETA;30
BA;SITIO DO MATO;ONIBUS;27
BA;SITIO DO MATO;QUADRICICLO;0
BA;SITIO DO MATO;REBOQUE;14
BA;SITIO DO MATO;SEMI-REBOQUE;10
BA;SITIO DO MATO;SIDE-CAR;0
BA;SITIO DO MATO;OUTROS;1
BA;SITIO DO MATO;TRATOR ESTEI;0
