UF;MUNICIPIO;TIPO VEICULO;QUANTIDADE
RJ;SAO FRANCISCO DE ITABAPOANA;BONDE;0
RJ;SAO FRANCISCO DE ITABAPOANA;CAMINHAO;549
RJ;SAO FRANCISCO DE ITABAPOANA;CAMINHAO TRATOR;32
RJ;SAO FRANCISCO DE ITABAPOANA;CAMINHONETE;1037
RJ;SAO FRANCISCO DE ITABAPOANA;CAMIONETA;258
RJ;SAO FRANCISCO DE ITABAPOANA;CHASSI PLATAF;0
RJ;SAO FRANCISCO DE ITABAPOANA;CICLOMOTOR;148
RJ;SAO FRANCISCO DE ITABAPOANA;MICRO-ONIBUS;145
RJ;SAO FRANCISCO DE ITABAPOANA;MOTOCICLETA;5384
RJ;SAO FRANCISCO DE ITABAPOANA;MOTONETA;1415
RJ;SAO FRANCISCO DE ITABAPOANA;ONIBUS;113
RJ;SAO FRANCISCO DE ITABAPOANA;QUADRICICLO;0
RJ;SAO FRANCISCO DE ITABAPOANA;REBOQUE;314
RJ;SAO FRANCISCO DE ITABAPOANA;SEMI-REBOQUE;26
RJ;SAO FRANCISCO DE ITABAPOANA;SIDE-CAR;4
RJ;SAO FRANCISCO DE ITABAPOANA;OUTROS;100
RJ;SAO FRANCISCO DE ITABAPOANA;TRATOR ESTEI;0
RJ;SAO FRANCISCO DE ITABAPOANA;TRATOR RODAS;0
RJ;SAO FRANCISCO DE ITABAPOANA;TRICICLO;6
RJ;SAO FRANCISCO DE ITABAPOANA;UTILITARIO;33
RJ;SAO GONCALO;AUTOMOVEL;235646
RJ;SAO GONCALO;BONDE;0
RJ;SAO GONCALO;CAMINHAO;5396
RJ;SAO GONCALO;CAMINHAO TRATOR;456
RJ;SAO GONCALO;CAMINHONETE;15256
RJ;SAO GONCALO;CAMIONETA;12655
RJ;SAO GONCALO;CHASSI PLATAF;0
RJ;SAO GONCALO;CICLOMOTOR;1992
RJ;SAO GONCALO;MICRO-ONIBUS;1988
RJ;SAO GONCALO;MOTOCICLETA;57715
RJ;SAO GONCALO;MOTONETA;7154
RJ;SAO GONCALO;ONIBUS;2458
RJ;SAO GONCALO;QUADRICICLO;0
RJ;SAO GONCALO;REBOQUE;3350
RJ;SAO GONCALO;SEMI-REBOQUE;490
RJ;SAO GONCALO;SIDE-CAR;5
RJ;SAO GONCALO;OUTROS;1615
RJ;SAO GONCALO;TRATOR ESTEI;0
RJ;SAO GONCALO;TRATOR RODAS;13
RJ;SAO GONCALO;TRICICLO;85
RJ;SAO GONCALO;UTILITARIO;1561
RJ;SAO JOAO DA BARRA;AUTOMOVEL;7215
RJ;SAO JOAO DA BARRA;BONDE;0
RJ;SAO JOAO DA BARRA;CAMINHAO;665
RJ;SAO JOAO DA BARRA;CAMINHAO TRATOR;73
RJ;SAO JOAO DA BARRA;CAMINHONETE;919
RJ;SAO JOAO DA BARRA;CAMIONETA;375
RJ;SAO JOAO DA BARRA;CHASSI PLATAF;0
RJ;SAO JOAO DA BARRA;CICLOMOTOR;132
RJ;SAO JOAO DA BARRA;MICRO-ONIBUS;93
RJ;SAO JOAO DA BARRA;MOTOCICLETA;3187
RJ;SAO JOAO DA BARRA;MOTONETA;1574
RJ;SAO JOAO DA BARRA;ONIBUS;90
RJ;SAO JOAO DA BARRA;QUADRICICLO;0
RJ;SAO JOAO DA BARRA;REBOQUE;323
RJ;SAO JOAO DA BARRA;SEMI-REBOQUE;105
RJ;SAO JOAO DA BARRA;SIDE-CAR;0
RJ;SAO JOAO DA BARRA;OUTROS;129
RJ;SAO JOAO DA BARRA;TRATOR ESTEI;0
RJ;SAO JOAO DA BARRA;TRATOR RODAS;4
RJ;SAO JOAO DA BARRA;TRICICLO;6
RJ;SAO JOAO DA BARRA;UTILITARIO;97
RJ;SAO JOAO DE MERITI;AUTOMOVEL;118427
RJ;SAO JOAO DE MERITI;BONDE;0
RJ;SAO JOAO DE MERITI;CAMINHAO;3693
RJ;SAO JOAO DE MERITI;CAMINHAO TRATOR;297
RJ;SAO JOAO DE MERITI;CAMINHONETE;7956
RJ;SAO JOAO DE MERITI;CAMIONETA;7527
RJ;SAO JOAO DE MERITI;CHASSI PLATAF;0
RJ;SAO JOAO DE MERITI;CICLOMOTOR;640
RJ;SAO JOAO DE MERITI;MICRO-ONIBUS;535
RJ;SAO JOAO DE MERITI;MOTOCICLETA;22141
RJ;SAO JOAO DE MERITI;MOTONETA;2979
RJ;SAO JOAO DE MERITI;ONIBUS;1083
RJ;SAO JOAO DE MERITI;QUADRICICLO;0
RJ;SAO JOAO DE MERITI;REBOQUE;851
RJ;SAO JOAO DE MERITI;SEMI-REBOQUE;297
RJ;SAO JOAO DE MERITI;SIDE-CAR;0
RJ;SAO JOAO DE MERITI;OUTROS;283
RJ;SAO JOAO DE MERITI;TRATOR ESTEI;0
RJ;SAO JOAO DE MERITI;TRATOR RODAS;1
RJ;SAO JOAO DE MERITI;TRICICLO;39
RJ;SAO JOAO DE MERITI;UTILITARIO;647
RJ;SAO JOSE DE UBA;AUTOMOVEL;1156
RJ;SAO JOSE DE UBA;BONDE;0
RJ;SAO JOSE DE UBA;CAMINHAO;61
RJ;SAO JOSE DE UBA;CAMINHAO TRATOR;0
RJ;SAO JOSE DE UBA;CAMINHONETE;198
RJ;SAO JOSE DE UBA;CAMIONETA;84
RJ;SAO JOSE DE UBA;CHASSI PLATAF;0
RJ;SAO JOSE DE UBA;CICLOMOTOR;89
RJ;SAO JOSE DE UBA;MICRO-ONIBUS;15
RJ;SAO JOSE DE UBA;MOTOCICLETA;1603
RJ;SAO JOSE DE UBA;MOTONETA;104
RJ;SAO JOSE DE UBA;ONIBUS;11
RJ;SAO JOSE DE UBA;QUADRICICLO;0
RJ;SAO JOSE DE UBA;REBOQUE;29
RJ;SAO JOSE DE UBA;SEMI-REBOQUE;3
RJ;SAO JOSE DE UBA;SIDE-CAR;0
RJ;SAO JOSE DE UBA;OUTROS;10
RJ;SAO JOSE DE UBA;TRATOR ESTEI;0
RJ;SAO JOSE DE UBA;TRATOR RODAS;0
RJ;SAO JOSE DE UBA;TRICICLO;0
RJ;SAO JOSE DE UBA;UTILITARIO;2
RJ;SAO JOSE DO VALE DO RIO PRETO;AUTOMOVEL;6784
RJ;SAO JOSE DO VALE DO RIO PRETO;BONDE;0
RJ;SAO JOSE DO VALE DO RIO PRETO;CAMINHAO;821
RJ;SAO JOSE DO VALE DO RIO PRETO;CAMINHAO TRATOR;72
RJ;SAO JOSE DO VALE DO RIO PRETO;CAMINHONETE;894
RJ;SAO JOSE DO VALE DO RIO PRETO;CAMIONETA;331
RJ;SAO JOSE DO VALE DO RIO PRETO;CHASSI PLATAF;0
RJ;SAO JOSE DO VALE DO RIO PRETO;CICLOMOTOR;12
RJ;SAO JOSE DO VALE DO RIO PRETO;MICRO-ONIBUS;43
RJ;SAO JOSE DO VALE DO RIO PRETO;MOTOCICLETA;2806
RJ;SAO JOSE DO VALE DO RIO PRETO;MOTONETA;580
RJ;SAO JOSE DO VALE DO RIO PRETO;ONIBUS;60
RJ;SAO JOSE DO VALE DO RIO PRETO;QUADRICICLO;0
RJ;SAO JOSE DO VALE DO RIO PRETO;REBOQUE;80
RJ;SAO JOSE DO VALE DO RIO PRETO;SEMI-REBOQUE;93
RJ;SAO JOSE DO VALE DO RIO PRETO;SIDE-CAR;0
RJ;SAO JOSE DO VALE DO RIO PRETO;OUTROS;42
RJ;SAO JOSE DO VALE DO RIO PRETO;TRATOR ESTEI;0
RJ;SAO JOSE DO VALE DO RIO PRETO;TRATOR RODAS;5
RJ;SAO JOSE DO VALE DO RIO PRETO;TRICICLO;2
RJ;SAO JOSE DO VALE DO RIO PRETO;UTILITARIO;69
RJ;SAO PEDRO DA ALDEIA;AUTOMOVEL;25191
RJ;SAO PEDRO DA ALDEIA;BONDE;0
RJ;SAO PEDRO DA ALDEIA;CAMINHAO;1030
RJ;SAO PEDRO DA ALDEIA;CAMINHAO TRATOR;95
RJ;SAO PEDRO DA ALDEIA;CAMINHONETE;2491
RJ;SAO PEDRO DA ALDEIA;CAMIONETA;1842
RJ;SAO PEDRO DA ALDEIA;CHASSI PLATAF;0
RJ;SAO PEDRO DA ALDEIA;CICLOMOTOR;656
RJ;SAO PEDRO DA ALDEIA;MICRO-ONIBUS;129
RJ;SAO PEDRO DA ALDEIA;MOTOCICLETA;7303
RJ;SAO PEDRO DA ALDEIA;MOTONETA;1498
RJ;SAO PEDRO DA ALDEIA;ONIBUS;130
RJ;SAO PEDRO DA ALDEIA;QUADRICICLO;0
RJ;SAO PEDRO DA ALDEIA;REBOQUE;537
RJ;SAO PEDRO DA ALDEIA;SEMI-REBOQUE;104
RJ;SAO PEDRO DA ALDEIA;SIDE-CAR;0
RJ;SAO PEDRO DA ALDEIA;OUTROS;275
RJ;SAO PEDRO DA ALDEIA;TRATOR ESTEI;0
RJ;SAO PEDRO DA ALDEIA;TRATOR RODAS;7
RJ;SAO PEDRO DA ALDEIA;TRICICLO;21
RJ;SAO PEDRO DA ALDEIA;UTILITARIO;377
RJ;SAO SEBASTIAO DO ALTO;AUTOMOVEL;1846
RJ;SAO SEBASTIAO DO ALTO;BONDE;0
RJ;SAO SEBASTIAO DO ALTO;CAMINHAO;149
RJ;SAO SEBASTIAO DO ALTO;CAMINHAO TRATOR;2
RJ;SAO SEBASTIAO DO ALTO;CAMINHONETE;261
RJ;SAO SEBASTIAO DO ALTO;CAMIONETA;81
RJ;SAO SEBASTIAO DO ALTO;CHASSI PLATAF;0
RJ;SAO SEBASTIAO DO ALTO;CICLOMOTOR;10
RJ;SAO SEBASTIAO DO ALTO;MICRO-ONIBUS;27
RJ;SAO SEBASTIAO DO ALTO;MOTOCICLETA;1579
RJ;SAO SEBASTIAO DO ALTO;MOTONETA;199
RJ;SAO SEBASTIAO DO ALTO;ONIBUS;8
RJ;SAO SEBASTIAO DO ALTO;QUADRICICLO;0
RJ;SAO SEBASTIAO DO ALTO;REBOQUE;39
RJ;SAO SEBASTIAO DO ALTO;SEMI-REBOQUE;1
RJ;SAO SEBASTIAO DO ALTO;SIDE-CAR;0
RJ;SAO SEBASTIAO DO ALTO;OUTROS;13
RJ;SAO SEBASTIAO DO ALTO;TRATOR ESTEI;0
RJ;SAO SEBASTIAO DO ALTO;TRATOR RODAS;0
RJ;SAO SEBASTIAO DO ALTO;TRICICLO;3
RJ;SAO SEBASTIAO DO ALTO;UTILITARIO;13
RJ;SAPUCAIA;AUTOMOVEL;2693
RJ;SAPUCAIA;BONDE;0
RJ;SAPUCAIA;CAMINHAO;165
RJ;SAPUCAIA;CAMINHAO TRATOR;62
RJ;SAPUCAIA;CAMINHONETE;410
RJ;SAPUCAIA;CAMIONETA;164
RJ;SAPUCAIA;CHASSI PLATAF;0
RJ;SAPUCAIA;CICLOMOTOR;9
RJ;SAPUCAIA;MICRO-ONIBUS;40
RJ;SAPUCAIA;MOTOCICLETA;720
RJ;SAPUCAIA;MOTONETA;159
RJ;SAPUCAIA;ONIBUS;21
RJ;SAPUCAIA;QUADRICICLO;0
RJ;SAPUCAIA;REBOQUE;44
RJ;SAPUCAIA;SEMI-REBOQUE;60
RJ;SAPUCAIA;SIDE-CAR;0
RJ;SAPUCAIA;OUTROS;22
RJ;SAPUCAIA;TRATOR ESTEI;0
RJ;SAPUCAIA;TRATOR RODAS;0
RJ;SAPUCAIA;TRICICLO;0
RJ;SAPUCAIA;UTILITARIO;30
RJ;SAQUAREMA;AUTOMOVEL;23389
RJ;SAQUAREMA;BONDE;0
RJ;SAQUAREMA;CAMINHAO;981
RJ;SAQUAREMA;CAMINHAO TRATOR;101
RJ;SAQUAREMA;CAMINHONETE;2567
RJ;SAQUAREMA;CAMIONETA;1498
RJ;SAQUAREMA;CHASSI PLATAF;0
RJ;SAQUAREMA;CICLOMOTOR;252
RJ;SAQUAREMA;MICRO-ONIBUS;184
RJ;SAQUAREMA;MOTOCICLETA;8757
RJ;SAQUAREMA;MOTONETA;2610
RJ;SAQUAREMA;ONIBUS;198
RJ;SAQUAREMA;QUADRICICLO;0
RJ;SAQUAREMA;REBOQUE;687
RJ;SAQUAREMA;SEMI-REBOQUE;95
RJ;SAQUAREMA;SIDE-CAR;1
RJ;SAQUAREMA;OUTROS;189
RJ;SAQUAREMA;TRATOR ESTEI;0
RJ;SAQUAREMA;TRATOR RODAS;2
RJ;SAQUAREMA;TRICICLO;44
RJ;SAQUAREMA;UTILITARIO;463
RJ;SEROPEDICA;AUTOMOVEL;18267
RJ;SEROPEDICA;BONDE;0
RJ;SEROPEDICA;CAMINHAO;1417
RJ;SEROPEDICA;CAMINHAO TRATOR;609
RJ;SEROPEDICA;CAMINHONETE;2017
RJ;SEROPEDICA;CAMIONETA;1279
RJ;SEROPEDICA;CHASSI PLATAF;0
RJ;SEROPEDICA;CICLOMOTOR;240
RJ;SEROPEDICA;MICRO-ONIBUS;125
RJ;SEROPEDICA;MOTOCICLETA;4263
RJ;SEROPEDICA;MOTONETA;579
RJ;SEROPEDICA;ONIBUS;236
RJ;SEROPEDICA;QUADRICICLO;0
RJ;SEROPEDICA;REBOQUE;342
RJ;SEROPEDICA;SEMI-REBOQUE;618
RJ;SEROPEDICA;SIDE-CAR;2
RJ;SEROPEDICA;OUTROS;180
RJ;SEROPEDICA;TRATOR ESTEI;0
RJ;SEROPEDICA;TRATOR RODAS;1
RJ;SEROPEDICA;TRICICLO;9
RJ;SEROPEDICA;UTILITARIO;177
RJ;SILVA JARDIM;AUTOMOVEL;4433
RJ;SILVA JARDIM;BONDE;0
RJ;SILVA JARDIM;CAMINHAO;330
RJ;SILVA JARDIM;CAMINHAO TRATOR;40
RJ;SILVA JARDIM;CAMINHONETE;579
RJ;SILVA JARDIM;CAMIONETA;313
RJ;SILVA JARDIM;CHASSI PLATAF;0
RJ;SILVA JARDIM;CICLOMOTOR;55
RJ;SILVA JARDIM;MICRO-ONIBUS;70
RJ;SILVA JARDIM;MOTOCICLETA;1914
RJ;SILVA JARDIM;MOTONETA;355
RJ;SILVA JARDIM;ONIBUS;52
RJ;SILVA JARDIM;QUADRICICLO;0
RJ;SILVA JARDIM;REBOQUE;207
RJ;SILVA JARDIM;SEMI-REBOQUE;25
RJ;SILVA JARDIM;SIDE-CAR;0
RJ;SILVA JARDIM;OUTROS;71
RJ;SILVA JARDIM;TRATOR ESTEI;0
RJ;SILVA JARDIM;TRATOR RODAS;0
RJ;SILVA JARDIM;TRICICLO;4
RJ;SILVA JARDIM;UTILITARIO;53
RJ;SUMIDOURO;AUTOMOVEL;3468
RJ;SUMIDOURO;BONDE;0
RJ;SUMIDOURO;CAMINHAO;452
RJ;SUMIDOURO;CAMINHAO TRATOR;7
RJ;SUMIDOURO;CAMINHONETE;777
RJ;SUMIDOURO;CAMIONETA;165
RJ;SUMIDOURO;CHASSI PLATAF;0
RJ;SUMIDOURO;CICLOMOTOR;5
RJ;SUMIDOURO;MICRO-ONIBUS;40
RJ;SUMIDOURO;MOTOCICLETA;3342
RJ;SUMIDOURO;MOTONETA;698
RJ;SUMIDOURO;ONIBUS;30
RJ;SUMIDOURO;QUADRICICLO;0
RJ;SUMIDOURO;REBOQUE;58
RJ;SUMIDOURO;SEMI-REBOQUE;11
RJ;SUMIDOURO;SIDE-CAR;0
RJ;SUMIDOURO;OUTROS;54
RJ;SUMIDOURO;TRATOR ESTEI;0
RJ;SUMIDOURO;TRATOR RODAS;0
RJ;SUMIDOURO;TRICICLO;3
RJ;SUMIDOURO;UTILITARIO;47
RJ;TANGUA;AUTOMOVEL;6447
RJ;TANGUA;BONDE;0
RJ;TANGUA;CAMINHAO;415
RJ;TANGUA;CAMINHAO TRATOR;40
RJ;TANGUA;CAMINHONETE;713
RJ;TANGUA;CAMIONETA;328
RJ;TANGUA;CHASSI PLATAF;0
RJ;TANGUA;CICLOMOTOR;139
RJ;TANGUA;MICRO-ONIBUS;62
RJ;TANGUA;MOTOCICLETA;2084
RJ;TANGUA;MOTONETA;345
RJ;TANGUA;ONIBUS;98
RJ;TANGUA;QUADRICICLO;0
RJ;TANGUA;REBOQUE;163
RJ;TANGUA;SEMI-REBOQUE;39
RJ;TANGUA;SIDE-CAR;0
RJ;TANGUA;OUTROS;90
RJ;TANGUA;TRATOR ESTEI;0
RJ;TANGUA;TRATOR RODAS;3
RJ;TANGUA;TRICICLO;12
RJ;TANGUA;UTILITARIO;39
RJ;TERESOPOLIS;AUTOMOVEL;64035
RJ;TERESOPOLIS;BONDE;0
RJ;TERESOPOLIS;CAMINHAO;2716
RJ;TERESOPOLIS;CAMINHAO TRATOR;186
RJ;TERESOPOLIS;CAMINHONETE;7071
RJ;TERESOPOLIS;CAMIONETA;4095
RJ;TERESOPOLIS;CHASSI PLATAF;0
RJ;TERESOPOLIS;CICLOMOTOR;82
RJ;TERESOPOLIS;MICRO-ONIBUS;374
RJ;TERESOPOLIS;MOTOCICLETA;20600
RJ;TERESOPOLIS;MOTONETA;3373
RJ;TERESOPOLIS;ONIBUS;252
RJ;TERESOPOLIS;QUADRICICLO;0
RJ;TERESOPOLIS;REBOQUE;775
RJ;TERESOPOLIS;SEMI-REBOQUE;178
RJ;TERESOPOLIS;SIDE-CAR;3
RJ;TERESOPOLIS;OUTROS;524
RJ;TERESOPOLIS;TRATOR ESTEI;0
RJ;TERESOPOLIS;TRATOR RODAS;4
RJ;TERESOPOLIS;TRICICLO;20
RJ;TERESOPOLIS;UTILITARIO;1129
RJ;TRAJANO DE MORAIS;AUTOMOVEL;2156
RJ;TRAJANO DE MORAIS;BONDE;0
RJ;TRAJANO DE MORAIS;CAMINHAO;129
RJ;TRAJANO DE MORAIS;CAMINHAO TRATOR;3
RJ;TRAJANO DE MORAIS;CAMINHONETE;352
RJ;TRAJANO DE MORAIS;CAMIONETA;98
RJ;TRAJANO DE MORAIS;CHASSI PLATAF;0
RJ;TRAJANO DE MORAIS;CICLOMOTOR;6
RJ;TRAJANO DE MORAIS;MICRO-ONIBUS;33
RJ;TRAJANO DE MORAIS;MOTOCICLETA;964
RJ;TRAJANO DE MORAIS;MOTONETA;103
RJ;TRAJANO DE MORAIS;ONIBUS;27
RJ;TRAJANO DE MORAIS;QUADRICICLO;0
RJ;TRAJANO DE MORAIS;REBOQUE;57
RJ;TRAJANO DE MORAIS;SEMI-REBOQUE;2
RJ;TRAJANO DE MORAIS;SIDE-CAR;1
RJ;TRAJANO DE MORAIS;OUTROS;18
RJ;TRAJANO DE MORAIS;TRATOR ESTEI;0
RJ;TRAJANO DE MORAIS;TRATOR RODAS;0
RJ;TRAJANO DE MORAIS;TRICICLO;4
RJ;TRAJANO DE MORAIS;UTILITARIO;27
RJ;TRES RIOS;AUTOMOVEL;20001
RJ;TRES RIOS;BONDE;0
RJ;TRES RIOS;CAMINHAO;1011
RJ;TRES RIOS;CAMINHAO TRATOR;229
RJ;TRES RIOS;CAMINHONETE;2104
RJ;TRES RIOS;CAMIONETA;1254
RJ;TRES RIOS;CHASSI PLATAF;0
RJ;TRES RIOS;CICLOMOTOR;313
RJ;TRES RIOS;MICRO-ONIBUS;149
RJ;TRES RIOS;MOTOCICLETA;9550
RJ;TRES RIOS;MOTONETA;2121
RJ;TRES RIOS;ONIBUS;223
RJ;TRES RIOS;QUADRICICLO;0
RJ;TRES RIOS;REBOQUE;420
RJ;TRES RIOS;SEMI-REBOQUE;271
RJ;TRES RIOS;SIDE-CAR;5
RJ;TRES RIOS;OUTROS;46
RJ;TRES RIOS;TRATOR ESTEI;0
RJ;TRES RIOS;TRATOR RODAS;10
RJ;TRES RIOS;TRICICLO;12
RJ;TRES RIOS;UTILITARIO;250
RJ;VALENCA;AUTOMOVEL;18201
RJ;VALENCA;BONDE;0
RJ;VALENCA;CAMINHAO;436
RJ;VALENCA;CAMINHAO TRATOR;29
RJ;VALENCA;CAMINHONETE;1929
RJ;VALENCA;CAMIONETA;915
RJ;VALENCA;CHASSI PLATAF;0
RJ;VALENCA;CICLOMOTOR;68
RJ;VALENCA;MICRO-ONIBUS;170
RJ;VALENCA;MOTOCICLETA;4730
RJ;VALENCA;MOTONETA;790
RJ;VALENCA;ONIBUS;115
RJ;VALENCA;QUADRICICLO;1
RJ;VALENCA;REBOQUE;258
RJ;VALENCA;SEMI-REBOQUE;44
RJ;VALENCA;SIDE-CAR;1
RJ;VALENCA;OUTROS;44
RJ;VALENCA;TRATOR ESTEI;0
RJ;VALENCA;TRATOR RODAS;1
RJ;VALENCA;TRICICLO;14
RJ;VALENCA;UTILITARIO;229
RJ;VARRE-SAI;AUTOMOVEL;1578
RJ;VARRE-SAI;BONDE;0
RJ;VARRE-SAI;CAMINHAO;61
RJ;VARRE-SAI;CAMINHAO TRATOR;1
RJ;VARRE-SAI;CAMINHONETE;243
RJ;VARRE-SAI;CAMIONETA;68
RJ;VARRE-SAI;CHASSI PLATAF;0
RJ;VARRE-SAI;CICLOMOTOR;20
RJ;VARRE-SAI;MICRO-ONIBUS;26
RJ;VARRE-SAI;MOTOCICLETA;1136
RJ;VARRE-SAI;MOTONETA;168
RJ;VARRE-SAI;ONIBUS;12
RJ;VARRE-SAI;QUADRICICLO;0
RJ;VARRE-SAI;REBOQUE;17
RJ;VARRE-SAI;SEMI-REBOQUE;2
RJ;VARRE-SAI;SIDE-CAR;1
RJ;VARRE-SAI;OUTROS;3
RJ;VARRE-SAI;TRATOR ESTEI;0
RJ;VARRE-SAI;TRATOR RODAS;0
RJ;VARRE-SAI;TRICICLO;1
RJ;VARRE-SAI;UTILITARIO;9
RJ;VASSOURAS;AUTOMOVEL;10603
RJ;VASSOURAS;BONDE;0
RJ;VASSOURAS;CAMINHAO;592
RJ;VASSOURAS;CAMINHAO TRATOR;50
RJ;VASSOURAS;CAMINHONETE;1329
RJ;VASSOURAS;CAMIONETA;518
RJ;VASSOURAS;CHASSI PLATAF;0
RJ;VASSOURAS;CICLOMOTOR;31
RJ;VASSOURAS;MICRO-ONIBUS;112
RJ;VASSOURAS;MOTOCICLETA;3281
RJ;VASSOURAS;MOTONETA;385
RJ;VASSOURAS;ONIBUS;104
RJ;VASSOURAS;QUADRICICLO;0
RJ;VASSOURAS;REBOQUE;238
RJ;VASSOURAS;SEMI-REBOQUE;33
RJ;VASSOURAS;SIDE-CAR;0
RJ;VASSOURAS;OUTROS;58
RJ;VASSOURAS;TRATOR ESTEI;0
RJ;VASSOURAS;TRATOR RODAS;3
RJ;VASSOURAS;TRICICLO;5
RJ;VASSOURAS;UTILITARIO;127
RJ;VOLTA REDONDA;AUTOMOVEL;105089
RJ;VOLTA REDONDA;BONDE;0
RJ;VOLTA REDONDA;CAMINHAO;2326
RJ;VOLTA REDONDA;CAMINHAO TRATOR;358
RJ;VOLTA REDONDA;CAMINHONETE;8511
RJ;VOLTA REDONDA;CAMIONETA;6398
RJ;VOLTA REDONDA;CHASSI PLATAF;1
RJ;VOLTA REDONDA;CICLOMOTOR;323
RJ;VOLTA REDONDA;MICRO-ONIBUS;463
RJ;VOLTA REDONDA;MOTOCICLETA;18401
RJ;VOLTA REDONDA;MOTONETA;3012
RJ;VOLTA REDONDA;ONIBUS;691
RJ;VOLTA REDONDA;QUADRICICLO;0
RJ;VOLTA REDONDA;REBOQUE;1337
RJ;VOLTA REDONDA;SEMI-REBOQUE;362
RJ;VOLTA REDONDA;SIDE-CAR;2
RJ;VOLTA REDONDA;OUTROS;238
RJ;VOLTA REDONDA;TRATOR ESTEI;0
RJ;VOLTA REDONDA;TRATOR RODAS;10
RJ;VOLTA REDONDA;TRICICLO;53
RJ;VOLTA REDONDA;UTILITARIO;1540
RN;ACARI;AUTOMOVEL;1418
RN;ACARI;BONDE;0
RN;ACARI;CAMINHAO;122
RN;ACARI;CAMINHAO TRATOR;8
RN;ACARI;CAMINHONETE;279
RN;ACARI;CAMIONETA;87
RN;ACARI;CHASSI PLATAF;0
RN;ACARI;CICLOMOTOR;74
RN;ACARI;MICRO-ONIBUS;13
RN;ACARI;MOTOCICLETA;1709
RN;ACARI;MOTONETA;293
RN;ACARI;ONIBUS;17
RN;ACARI;QUADRICICLO;0
RN;ACARI;REBOQUE;32
RN;ACARI;SEMI-REBOQUE;9
RN;ACARI;SIDE-CAR;0
RN;ACARI;OUTROS;15
RN;ACARI;TRATOR ESTEI;0
RN;ACARI;TRATOR RODAS;0
RN;ACARI;TRICICLO;4
RN;ACARI;UTILITARIO;17
RN;AFONSO BEZERRA;AUTOMOVEL;747
RN;AFONSO BEZERRA;BONDE;0
RN;AFONSO BEZERRA;CAMINHAO;38
RN;AFONSO BEZERRA;CAMINHAO TRATOR;1
RN;AFONSO BEZERRA;CAMINHONETE;156
RN;AFONSO BEZERRA;CAMIONETA;28
RN;AFONSO BEZERRA;CHASSI PLATAF;0
RN;AFONSO BEZERRA;CICLOMOTOR;1
RN;AFONSO BEZERRA;MICRO-ONIBUS;11
RN;AFONSO BEZERRA;MOTOCICLETA;825
RN;AFONSO BEZERRA;MOTONETA;68
RN;AFONSO BEZERRA;ONIBUS;17
RN;AFONSO BEZERRA;QUADRICICLO;0
RN;AFONSO BEZERRA;REBOQUE;6
RN;AFONSO BEZERRA;SEMI-REBOQUE;1
RN;AFONSO BEZERRA;SIDE-CAR;0
RN;AFONSO BEZERRA;OUTROS;4
RN;AFONSO BEZERRA;TRATOR ESTEI;0
RN;AFONSO BEZERRA;TRATOR RODAS;0
RN;AFONSO BEZERRA;TRICICLO;0
RN;AFONSO BEZERRA;UTILITARIO;4
RN;AGUA NOVA;AUTOMOVEL;258
RN;AGUA NOVA;BONDE;0
RN;AGUA NOVA;CAMINHAO;16
RN;AGUA NOVA;CAMINHAO TRATOR;0
RN;AGUA NOVA;CAMINHONETE;46
RN;AGUA NOVA;CAMIONETA;8
RN;AGUA NOVA;CHASSI PLATAF;0
RN;AGUA NOVA;CICLOMOTOR;2
RN;AGUA NOVA;MICRO-ONIBUS;8
RN;AGUA NOVA;MOTOCICLETA;620
RN;AGUA NOVA;MOTONETA;97
RN;AGUA NOVA;ONIBUS;2
RN;AGUA NOVA;QUADRICICLO;0
RN;AGUA NOVA;REBOQUE;3
RN;AGUA NOVA;SEMI-REBOQUE;1
RN;AGUA NOVA;SIDE-CAR;0
RN;AGUA NOVA;OUTROS;2
RN;AGUA NOVA;TRATOR ESTEI;0
RN;AGUA NOVA;TRATOR RODAS;0
RN;AGUA NOVA;TRICICLO;0
RN;AGUA NOVA;UTILITARIO;6
RN;ALEXANDRIA;AUTOMOVEL;2241
RN;ALEXANDRIA;BONDE;0
RN;ALEXANDRIA;CAMINHAO;142
RN;ALEXANDRIA;CAMINHAO TRATOR;19
RN;ALEXANDRIA;CAMINHONETE;543
RN;ALEXANDRIA;CAMIONETA;65
RN;ALEXANDRIA;CHASSI PLATAF;0
RN;ALEXANDRIA;CICLOMOTOR;2
RN;ALEXANDRIA;MICRO-ONIBUS;51
RN;ALEXANDRIA;MOTOCICLETA;2711
RN;ALEXANDRIA;MOTONETA;219
RN;ALEXANDRIA;ONIBUS;18
RN;ALEXANDRIA;QUADRICICLO;0
RN;ALEXANDRIA;REBOQUE;48
RN;ALEXANDRIA;SEMI-REBOQUE;34
RN;ALEXANDRIA;SIDE-CAR;0
RN;ALEXANDRIA;OUTROS;25
RN;ALEXANDRIA;TRATOR ESTEI;0
RN;ALEXANDRIA;TRATOR RODAS;0
RN;ALEXANDRIA;TRICICLO;1
RN;ALEXANDRIA;UTILITARIO;39
RN;ALMINO AFONSO;AUTOMOVEL;470
RN;ALMINO AFONSO;BONDE;0
RN;ALMINO AFONSO;CAMINHAO;25
RN;ALMINO AFONSO;CAMINHAO TRATOR;1
RN;ALMINO AFONSO;CAMINHONETE;97
RN;ALMINO AFONSO;CAMIONETA;16
RN;ALMINO AFONSO;CHASSI PLATAF;0
RN;ALMINO AFONSO;CICLOMOTOR;4
